sources,references,translations
Plenty of stuff in the kitchen.,Il y a plein de choses dans la cuisine.,Ça y a beaucoup de choses dans la cuisine.
She had to make sure that wouldn't happen.,Elle devait s'assurer que cela n'arriverait pas.,Ça ne pouvait pas arriver.
"At first, he thought it was some kind of sick joke played on him when he was drunk, and he'd tried to scrub it off, thinking it might be ink pen.","Au début, il avait cru qu'il s'agissait d'une mauvaise blague qu'on lui avait faite lorsqu'il était ivre, et il avait essayé de l'effacer en pensant qu'il s'agissait peut-être d'encre de stylo.","À première vue, il pensait que c'était un gag malencontreux joué sur lui lorsqu'il était ivre, et il avait essayé de l'effacer, pensant qu'il s'agissait d'un stylo à encrer."
"He really got into the Artic Monkeys.""",Il a vraiment aimé les Arctic Monkeys.,Ça lui avait vraiment plu les Arctic Monkeys.
"She wanted to memorize his every move, capture every touch and preserve the moments when they came together as one.","Elle voulait mémoriser chacun de ses mouvements, capturer chaque contact et immortaliser les moments où ils ne faisaient qu'un.","Ça lui donnait envie de mémoriser tous ses mouvements, de capter chaque contact et de préserver les moments où ils se rejoignaient en un seul être."
He couldn't let her get him more upset.,Il ne pouvait pas la laisser l'énerver davantage.,Ça ne pouvait pas la faire plus en colère.
"""I'm not ready yet,"" she said.","Je ne suis pas encore prête, dit-elle.","Ça ne me va pas encore, dit-elle."
"Not really caring how it got there, Andi grabbed her bag and-","Sans se soucier de la façon dont il était arrivé là, Andi l'attrapa et...","Ça ne m'intéressait guère de savoir comment ça était arrivé là, Andi saisit son sac à dos et..."
"I've only turned on two of the lamps in my living room, and the walls merely glow softly around us.","Je n'ai allumé que deux des lampes de mon salon, et les murs se contentent de diffuser une douce lueur autour de nous.",Je n'ai allumé que deux lampes dans mon salon et les murs luminescent doucement autour de nous.
I'm only half-serious.,Je ne suis qu'à moitié sérieux.,Ça ne fait que moitié de sérieux.
"She scampered after him, her flip-flops squeaking on the floor as she tried to run through the mirrored maze without tripping or falling or knocking over mirrors.","Elle lui emboita le pas, ses tongs crissant sur le sol alors qu'elle essayait de courir à travers le labyrinthe de miroirs sans trébucher, tomber ou renverser les miroirs.","Ça grinca, elle s'enfuit, essayant de ne pas tomber ou de ne pas casser les miroirs."
"""Music speaks to me,"" I find myself saying.","La musique me parle, me trouvé-je à dire.","Ça me parle de la musique, me retrouve en disant."
Nicki takes a sudden interest in the papers on her desk.,Nicki s'intéresse soudain aux papiers posés sur son bureau.,Nicki s'intéresse soudain aux papiers qui couvrent son bureau.
"""That's better, now drink this.""","C'est mieux, maintenant bois ça.","Ça va mieux, bois ça."
"""I don't think I've heard it,"" John admits.","Je ne pense pas l'avoir entendu, admet John.","Ça ne m'a pas frappé, admit John."
"So far, the only thing that they knew was that whoever was behind it had access, which meant that every member of the board and several high-ranking executives at the company was a suspect.","Jusqu'à présent, la seule chose qu'ils savaient, c'était que la personne qui était derrière tout ça avait un accès à la gestion des Hôtels Carta, ce qui signifiait que tous les membres du conseil d'administration et plusieurs cadres supérieurs de l'entreprise étaient suspects.",Ça faisait donc dire à tous ceux qui étaient au conseil d'administration et à plusieurs cadres de la société qu'ils étaient suspects.
"""I don't know,"" he yelled.","Je ne sais pas, cria-t-il.","Ça ne me dit rien, hurla-t-il."
Chapter 19,Chapitre 19,19e chapitre
But she knew what she didn't want.,"Mais, elle savait ce dont elle ne voulait pas.","Ça ne lui disait rien, mais elle savait ce qu'elle ne voulait pas."
"I'll tell you about the painting later.""",Je te parlerai du tableau plus tard.,"Ça, je t'en dirai plus tard."
"There's nothing here for you anymore.""",Il n'y a plus rien ici pour toi.,Ça ne t'appartient plus à rien.
"""Nothing changed, except maybe my ability to deny the truth.","Rien n'a changé, sauf peut-être ma capacité à nier la vérité.","Ça n'a rien changé, à part peut-être mon aptitude à nier la vérité."
"The water, cool for September, pushed and pulled at her until she was over waist deep.","L'eau, fraîche pour un mois de septembre, la poussait et la tirait jusqu'à ce qu'elle ait dépassé sa taille.","L'eau, fraîche pour septembre, la poussa et la tira jusqu'à ce qu'elle soit au-dessus de la taille."
"The moon is nearly full, waxing or waning I don't know, but it's bright.","La lune est presque pleine, je ne sais pas si elle est croissante ou décroissante, mais elle est brillante.","Ça fait presque une pleine lune, je ne sais pas si elle est en pleine ou en croissance, mais elle est éclatante."
"When the wet heat of John's mouth surrounds me for the first time, I know that I'm going to embarrass myself.","Lorsque la chaleur humide de la bouche de John m'entoure pour la première fois, je sais que je vais me ridiculiser.","Quand la chaleur humide de la bouche de John m'entoure pour la première fois, je sais que je vais me faire honte."
"He must have figured out where we went.""",Il a dû comprendre où on était allés.,Ça lui avait dû faire comprendre où nous étions allés.
"""I promise I won't let anything happen to you.""",Je te promets que je ne laisserai rien t'arriver.,"Ça, je te le promets."
And I'm a little tongue-tied when he leans down and leaves a soft kiss on my cheek before he sits in the chair across from me.,Et je reste muet lorsqu'il se penche et dépose un doux baiser sur ma joue avant de s'asseoir sur la chaise en face de moi.,Ça me rend un peu perdu de langage lorsqu'il se penche et dépose un doux baiser sur ma joue avant de s'asseoir sur le fauteuil en face de moi.
He'd be on a boat. On the water.,Il serait sur un bateau.,Ça veut dire qu'il serait sur un bateau.
"""I'll see you before I leave tomorrow.""","On se verra demain, avant mon départ.",Ça va falloir que je te voie avant que je parte demain.
"His other arm boasted some type of navy diver tattoo, faded and smudged.","Son autre bras arborait une sorte de tatouage de plongeur de la Marine, délavé et abîmé.","Son autre bras portait un tatouage d'un plongeur de la marine, tacheté et effacé."
"""We have more important things to discuss,"" Devyn said with a pointed look at the files in his hands as he placed them on the coffee table.","Nous avons des choses plus importantes à discuter, déclara Devyn avec un regard appuyé sur les dossiers entre ses mains alors qu'il les posait sur la table basse.","Ça nous occupera plus tard, dit Devyn en jetant un coup d'œil aux dossiers qu'il tenait dans ses mains et en les posant sur la table basse."
"We can clean tomorrow.""",Nous pourrons nettoyer demain.,"Ça, on peut le faire demain."
Old-time pirates scared her.,Les pirates d'antan lui faisaient peur.,Ça lui faisait peur les pirates d'autrefois.
"Maybe this wouldn't be so bad, Andi tried telling herself as she glanced back at the door to find Uncle Shawn standing there, shooting her a wink and a reassuring smile that was supposed to make this better.","Peut-être que ça ne sera pas si mal, se dit Andi alors qu'elle jetait un œil à l'embrasure de la porte où se tenait Oncle Shawn, lui lançant un clin d'œil et un sourire rassurant censés rendre les choses plus agréables.","Ça ne serait peut-être pas si mal, se dit Andi en jetant un coup d'œil à la porte pour trouver Oncle Shawn debout là, lui faisant un clin d'œil et un sourire réconfortant qui était censé améliorer la situation."
"I stare up at John's sad, popcorn ceiling until I drift off into an exhausted, dreamless sleep.",Je fixe le triste plafond en crépi de John jusqu'à ce que je sombre dans un sommeil épuisant et sans rêve.,Je fixe le plafond en carton-moulé triste de John jusqu'à ce que je me laisse aller à un sommeil épuisé et sans rêves.
"Before I realize what I've done, my hands are on his shoulders.","Avant que je ne réalise ce que j'ai fait, mes mains sont sur ses épaules.","Ça me prend un moment pour réaliser ce que j'ai fait, mes mains sont sur ses épaules."
"""Yeah, maybe, but the whole arranged marriage thing sounds a little crazy.","Oui, peut-être, mais cette histoire de mariage arrangé me semble un peu folle.","Ça, ça sonne un peu fou."
If he knew her fantasies.,Si seulement il connaissait ses fantasmes.,Si il connaissait ses fantasmes.
"She keeps every door open, as if inviting partygoers to slip away and indulge in whatever they might fancy.","Elle laisse toutes les portes ouvertes, comme si elle invitait les fêtards à s'éclipser et à se laisser aller à leurs envies.","Ça fait comme si elle laissait toutes les portes ouvertes, comme si elle invitait les invités à s'échapper et à satisfaire à leurs fantasmes."
"""Did you come out before you moved here or after?""",As-tu fait ton coming out avant d'emménager ici ou après ?,Êtes-tu sorti avant de déménager ou après ?
"When I run a slick fingertip around his hole, he loses the battle, surging up and into the back of my throat.","Lorsque je passe le bout d'un doigt luisant sur le pourtour de son anus, il perd la bataille, s'arc-boutant  et s'enfonçant au fond de ma gorge.","Ça fait que je passe le doigt humide sur son anus, il perd la bataille, se lève et monte dans ma gorge."
"""Remember, this is a story.",N'oublie pas que c'est une histoire.,Ça est une histoire.
As far-fetched as the story the merfolk told?,Était-elle aussi farfelue que l'histoire racontée par le peuple des mers ?,Être aussi improbable que l'histoire que les habitants des mers lui avaient racontée ?
"""And no rule says we have to meet up for lunch.""",Et aucune règle ne dit que nous devons nous retrouver pour déjeuner.,Ça n'y a pas de règle qui dit que nous devons se rencontrer pour déjeuner.
"""I know it's a tattoo, silly mermaid.","Je sais que c'est un tatouage, stupide sirène.","Ça fait partie d'un tatouage, stupide sirène."
"And had given me the sweetest, softest kiss.",Et il m'avait donné le plus doux des baisers.,Ça fait que j'ai reçu le plus doux et le plus tendre baiser.
"Relieved that this was finally over, Devyn reached for his pen and-","Soulagé d'en finir, Devyn saisit son stylo et...","Relié au fait que ça était enfin fini, Devyn tendit son stylo et..."
"For the most part, the scene is still.","La plupart du temps, la scène est immobile.",Ça fait encore très peu de mouvement.
He rubbed his arms to silence the tingling she'd caused.,Il se frotta les bras pour faire taire les picotements qu'elle avait provoqués.,"Ça lui faisait tingler, il se frotta les bras pour le calmer."
"When she hesitated, he looked up and met her gaze as he said, ""Please,"" and found herself lying down as she noted the pained expression in his beautiful eyes.","Lorsqu'elle hésita, il leva les yeux et croisa son regard en disant : ""S'il te plaît"", et elle se retrouva allongée en remarquant l'expression de douleur dans ses beaux yeux.",Ça va ?
"I'm nearing six feet, but John Burton's got a good five inches on me, at least.","J'approche le mètre quatre-vingt-dix, mais John Burton fait au moins cinq centimètres de plus que moi.","Ça fait environ deux mètres cinquante pour moi, mais John Burton a au moins quinze centimètres de plus que moi."
"""Let's enjoy this evening together, okay?","Profitons de cette soirée ensemble, d'accord ?","Ça fait bien, allons profiter de cette soirée ensemble, d'accord ?"
"As long as it's been, I'm still sad when I think about him.","Malgré tout le temps passé, je suis toujours triste quand je pense à lui.","Ça me fait toujours triste de penser à lui, même après tant d'années."
As if she didn't already have enough problems.,Comme si elle n'avait pas déjà assez de problèmes.,Ça faisait comme si elle n'avait pas déjà assez de problèmes.
"I sit up, feeling like I've been hit by a cement lorry.","Je me redresse, avec l'impression d'avoir été renversé par un camion benne.","Ça me donne une sensation de malaise, comme si j'avais été frappé par un camion de béton."
"""You owe me more of an explanation.""",Tu me dois plus d'explications.,Ça t'a coûté plus d'explications.
"It's slow and sweet and almost makes me miss my next cue, but I wouldn't have stopped the kiss if he hadn't pulled away.","C'est lent et doux, me faisant presque rater la chanson suivante à préparer, mais je n'aurai pas arrêté le baiser s'il ne s'était pas éloigné.","Ça est lent et doux et m'a presque fait oublier mon prochain coup, mais je n'aurais pas arrêté le baiser s'il n'avait pas cessé de se détacher."
"""Make no mistake, if you run, I will chase you.","Ne te méprends pas, si tu t'enfuis, je te poursuivrai.","Ça ne t'échappe pas, si tu te démasques, je te suivrai."
He grabbed her hand and half dragged her as he took off running.,Il lui prit la main et la traîna à moitié pendant qu'il se mettait à courir.,Ça lui fit grincer les dents et elle le regarda avec un air méprisant.
"For most of her life, she'd felt lost, but when she was in Devyn's arms, she felt like she was exactly where she was supposed to be and that scared her.","Pendant la majeure partie de sa vie, elle s'était sentie perdue, mais lorsqu'elle était dans les bras de Devyn, elle avait l'impression d'être exactement là où elle devait être et ça l'effrayait.","Ça faisait longtemps qu'elle se sentait perdue, mais quand elle était dans les bras de Devyn, elle se sentait exactement où elle était censée être, et ça la terrifiait."
"""John,"" I say after I set up the first block of songs for the night.",dis-je après avoir lancé le premier bloc de chansons de la soirée.,"Ça, dis-je à John après avoir mis en place le premier lot de chansons pour la soirée."
"Like, when his parents announced they were getting divorced.",Comme lorsque ses parents ont annoncé qu'ils divorçaient.,Ça fait comme si son père avait annoncé qu'il divorçait de sa mère.
I set the paper aside and look at the bottle of lube.,Je mets le papier de côté et regarde la bouteille de lubrifiant.,Je pose le papier à côté et j'envisage du lube.
I need to steer us toward safer ground.,J'ai besoin de nous diriger vers un terrain plus sûr.,Ça me faut pour nous diriger vers un terrain plus sûr.
"You'll get a formal letter asking you to vacate, but I thought I'd stop in and tell you personally.","Tu recevras une lettre officielle te demandant de quitter les lieux, mais j'ai pensé que c'était mieux de passer te le dire personnellement.","Ça te donnera un courrier formel pour te faire évacuer, mais je pensais m'arrêter pour te le dire personnellement."
"""They fell in love.""",Ils sont tombés amoureux.,Ça fait qu'ils sont tombés amoureux.
"""It's not exactly appropriate for a restaurant,"" Andi mumbled sadly, because she would actually love to go to dinner with him.","Ce n'est pas vraiment approprié pour un restaurant, marmonna Andi avec tristesse, parce qu'elle aurait vraiment aimé aller dîner avec lui.","Ça n'est pas vraiment approprié pour un restaurant, marmonna Andi avec tristesse, car elle aurait vraiment aimé dîner avec lui."
The deck railing creaked as he grasped it.,La rambarde du pont grinça lorsqu'il la saisit.,La rambarde du pont grinca lorsqu'il s'y agrippa.
"""He's the guy that's made you so happy, your entire body language has changed.",C'est lui qui t'a rendu si heureux que ton langage corporel a changé.,"Ça fait que tu sois si heureux, ton langage corporel a changé."
"What's wrong with my couch?""",Qu'est-ce qui ne va pas avec mon canapé ?,Ça va ?
John is handling this much better than I am.,John gère cela beaucoup mieux que moi.,"Ça va bien pour John, mais pas pour moi."
"They settle on my hips, and he squeezes hard.",Elles se posent sur mes hanches et il serre fort.,Ça se pose sur mes hanches et il me serre fort.
She pushed her hair over her shoulders and headed to the beach walkway so she could see the pier up close and inspect the damage.,Elle repoussa ses cheveux sur ses épaules et se dirigea vers la promenade de la plage afin de voir la jetée de plus près et d'inspecter les dégâts.,Ça lui avait fait tomber ses cheveux sur ses épaules et elle se dirigea vers la promenade de la plage pour pouvoir voir la jetée de plus près et inspecter les dégâts.
"Even when you're not being real, there's still a truth behind everything you do and say.""","Même quand tu te caches, il y a toujours une vérité derrière tout ce que tu fais et dis.","même quand tu n'es pas sincère, il y a toujours une vérité derrière ce que tu fais et ce que tu dis."
"I'd give it to him, I'm sure, regardless.","Je le lui donnerais, j'en suis sûr, peu importe ce que c'est.","Ça me donnerait, je suis sûre, même si je le faisais."
"He turned away, sure that his cheeks had flamed at the sight.","Il se détourna, certain que ses joues s'étaient enflammées à cette vue.","Ça lui avait fait rougir, sûr qu'il avait rougi à la vue."
"""I told you, he hates this.""","Je te l'ai dit, il déteste tout ça.",Ça lui fait odieux.
"""The renovations are moving along.",Les rénovations avancent.,"Ça va, les travaux d'aménagement avancent."
If only Chase knew who watched out for whom.,Si seulement Chase savait qui surveillait qui.,Ça ne serait pas si facile si Chase savait qui s'occupait de qui.
"""Am I too loud?"" John looks so guilty I feel like I should be apologizing.",John paraît tellement coupable que j'ai l'impression que c'est moi qui devrais m'excuser.,Ça fait trop de bruit ?
"She looked small against the vast ocean, like a grain of sand on the beach.","Elle paraissait si petite face à l'immensité de l'océan, comme un grain de sable sur la plage.","Ça la faisait paraître petite face à l'océan immense, comme un grain de sable sur la plage."
"He snatched his hand away, blood rushing to his face at the thought she'd caught him fondling her while she was asleep.","Il retira sa main, le sang lui montant au visage à l'idée qu'elle l'ait surpris en train de la caresser pendant qu'elle dormait.","Ça lui fit frémit la main, le sang montant à sa tête à l'idée qu'elle l'avait pris en train de la caresser alors qu'elle dormait."
He couldn't be more confusing if he tried.,Il ne pouvait  pas être plus déroutant même s'il essayait.,Ça ne pouvait pas être plus confus.
"Luke had always preferred the whale, and they'd passed up a turn on the wheel numerous times to wait for the blue cart to come available.","Luke avait toujours préféré ""la baleine"", et ils avaient renoncé plusieurs fois à un tour de roue pour attendre que la cabine bleue se libère.","Luke avait toujours préféré la baleine, et ils avaient déjà refusé de monter à bord de la roue à plusieurs reprises pour attendre que le tour de la baleine soit disponible."
He shrugged and set the last glass ornament in the box.,Il haussa les épaules et déposa le dernier ornement en verre dans la boîte.,"Ça ne fait rien, dit-il en posant le dernier ornement dans la boîte."
"""Something like that.""",Quelque chose comme ça.,Ça ressemble à ça.
"The queen shielded her eyes and looked to the bar, now simmering and smoking.","La reine se protégea les yeux et regarda le bar, maintenant réduit en un tas frémissant et fumant.","La reine se protégea les yeux et regarda le bar, maintenant en feu et fumant."
"Smoke hadn't filled the bedroom, but something was burning somewhere in the bar.","La fumée n'avait pas envahi la chambre, mais quelque chose brûlait quelque part dans le bar.","Ça ne faisait pas de fumée dans la chambre, mais quelque chose brûlait dans le bar."
The number of times I've fantasized about this very moment is incalculable.,Le nombre de fois où j'ai fantasmé sur ce moment précis est incalculable.,Ça fait des années que je rêve de ce moment.
"""Next week,"" Chase said.","La semaine prochaine, dit Chase.","Ça va commencer la semaine prochaine, dit Chase."
"they didn't have time for another round of sex, even if he thought it was a good idea, which it wasn't.","Il ne pouvait pas s'impliquer et ils n'avaient pas le temps pour une autre partie de jambes en l'air, même s'il pensait que c'était une bonne idée; ce qui n'était pas le cas.","elles n'avaient pas le temps pour un autre tour de sexe, même si il pensait que c'était une bonne idée, ce qui n'était pas le cas."
"""I'm sorry, Devyn,"" Andi said, wishing that she'd never brought it up.","Je suis désolée, Devyn, déclara Andi, souhaitant n'avoir jamais abordé le sujet.","Ça m'a fait peur, Devyn, dit Andi, regrettant de ne pas avoir laissé tomber la conversation."
He's a self-talker.,Il se parle à lui-même.,Ça fait un self-talker.
"""Five times?"" he asked as they headed down a side street towards the long line of apartment complexes that lined the street.",reprit-il alors qu'ils se dirigeaient vers une rangée d'appartements qui bordait un des côtés de la rue dans laquelle ils se trouvaient.,Ça fait cinq fois ?
He eyes the crowd of reporters like he wants to tear them apart with his bare hands.,Il regarde la foule des journalistes comme s'il voulait les déchiqueter à mains nues.,"Ça lui fait sourire, il regarde la foule de journalistes comme s'il voulait les égorger avec ses mains nues."
Time to choose the future.,Il était temps de choisir l'avenir.,Ça fait temps qu'il soit temps de choisir son avenir.
"""Is that a bad thing?"" he asked as they slowly made their way past the reason why they'd been stuck on the highway for the past two hours as the road crew pulled back the orange cones.",demanda-t-il alors qu'ils dépassaient lentement la raison pour laquelle ils étaient restés bloqués sur l'autoroute depuis deux heures alors que l'équipe de sécurité routière retirait les cônes orange.,Ça n'est-il pas une bonne chose ?
"""Don't think about all that stuff right now,"" she said.","Ne pense pas à tout cela pour l'instant, dit-elle.","Ça ne faut pas penser à ça pour l'instant, dit-elle."
"Instead, he'd left the clothes and shoes strewn about and his books and magazines piled around the room.","Au lieu de cela, il avait laissé les vêtements et les chaussures éparpillés, les livres et les magazines empilés dans la pièce.","Ça n'était pas le cas, il avait laissé ses vêtements et ses chaussures sur le sol et ses livres et ses magazines en tas dans la pièce."
"""Hey, mister,"" she said.","Hé, monsieur, dit-elle.","Ça va, mon pote, dit-elle."
"It took time to figure out how to turn my love of music into a career.""",Il m'a fallu du temps pour comprendre comment transformer mon amour de la musique en carrière.,Ça m'a pris du temps pour comprendre comment transformer mon amour de la musique en une carrière.
"Reluctantly, hands shaking so badly I can barely get them to do my bidding, I click.","À contrecœur, les mains tremblant à tel point que j'ai du mal à les faire fonctionner, je clique.","Reluctamment, les mains tremblantes à tel point que je ne peux même pas les faire obéir à mes ordres, je clique."
"He was on a sunny beach, and the wind was light, hugging.","Il se trouvait sur une plage ensoleillée, et le vent était léger, enveloppant.","Ça faisait beau sur la plage, et le vent était doux et chaud."
The duvet was high-quality cotton and cool to the touch in the muggy room.,La couette était en coton de haute qualité et fraîche au toucher dans la pièce moite.,La couette était en coton et fraîche à la touche dans la pièce humide.
"""That porn you were going to tell me about?""","Alors, ce porno dont tu allais me parler ?","Ça, le porno que tu allais me raconter ?"
"Worth your forgiveness.""",S'il vaut la peine que tu lui pardonnes.,Ça vaut la peine de t'en pardonner.
"Numbness flowed through him like molasses, and he clenched his biceps.",Une sensation d'engourdissement le traversa comme de la mélasse et il serra les biceps.,"Ça lui coulait comme du sirop de sucre, et il serra ses biceps."
She'd use whatever she could to get him to stick around long enough to fall in love.,Elle ferait tout ce qu'elle pourrait pour qu'il reste assez longtemps pour tomber amoureux.,Ça lui servirait à tout ce qu'elle pouvait pour qu'il reste assez longtemps pour tomber amoureux.
"He set the glass of water in front of her, then drew up a tall beer for himself.","Il posa le verre d'eau devant elle, puis se servit une grande bière.","Il posa le verre d'eau devant elle, puis se procura une bière."
They started following her.,Ils ont commencé à la suivre.,Ça a commencé par elle.
"I don't want to fall this fast, but I don't know how to stop the slide.","Je ne veux pas tomber amoureux aussi vite, mais je ne sais pas comment arrêter la chute.","Ça fait trop de temps que je ne suis pas tombé amoureux, et je ne sais pas comment arrêter."
Local teacher fired after claims he seduced a student.,Un enseignant local licencié après avoir été accusé d'avoir séduit un élève.,Un enseignant local a été renvoyé après des allégations selon lesquelles il aurait séduit une élève.
John is at the podium now.,John est maintenant sur le podium.,Ça fait maintenant un moment que John est à l'estrade.
"""Michael John Dalton is innocent,"" the older woman begins.","""Michael John Dalton est innocent"", commence la femme la plus âgée.","Ça dit, Michael John Dalton est innocent, commence la femme plus âgée."
Maybe he'd reach someone who could help in time.,Peut-être qu'il aurait pu joindre quelqu'un qui pourrait l'aider à temps.,Ça lui permettrait peut-être d'atteindre quelqu'un qui pourrait l'aider à temps.
The positive.,Les choses positives.,Ça va être positif.
"""He's trying to get up.""",Il essaie de se lever.,Ça veut dire qu'il essaie de se lever.
This is a tiny lie.,C'est un petit mensonge.,Ça fait une petite mensonge.
"But yours isn't much better.""",Mais le tien n'est pas beaucoup mieux.,Ça ne te fait pas mieux.
"""Welcome to the Emerald Cove.",Bienvenue à Emerald Cove.,Bienvenue à la Baie des Émeraudes.
"""Do you have a problem with long hours?""",Est-ce que les grandes amplitudes horaires vous posent un problème ?,Ça te pose-t-il un problème de longues heures ?
He thinks he can bully me into marriage.,Il pense qu'il peut faire pression pour que je me marie.,Ça me semble un mariage de convenance.
"""I need to get the painting of Christopher.",Je dois récupérer le tableau de Christopher.,"Ça me faut, le tableau de Christopher."
"""You need to let him explain.",Tu dois le laisser s'expliquer.,"Ça t'est nécessaire, finis-je à sa place."
No point in hearing the same thing over and over.,Ce n'est pas la peine d'entendre la même chose encore et encore.,Ça ne sert à rien d'entendre la même chose à chaque fois.
"""2356 multiplied by 23.""","""2356 multiplié par 23.",2356 multiplié par 23.
"He ran his tongue lightly over her soft lips, tasting her again and again.","ll passa légèrement sa langue sur ses lèvres douces, la goûtant encore et encore.","Ça fait si longtemps que je ne t'ai pas vu, dis-je en lui tendant la main."
"Most of the people I know are cynics, or reformed cynics.","La plupart des gens que je connais sont des cyniques, ou des cyniques repentis.","La plupart des gens que je connais sont des cyniques, ou des cyniques réformés."
He spat on the ground.,Il cracha sur le sol.,Ça lui cracha une boule de gomme.
"He should be losing his fucking mind trying to figure out how he was going to fix this in time, but right now, all he felt was relief.","Il aurait dû être en train de péter les plombs en essayant d'arranger ce merdier, mais au lieu de ça, il se sentait soulagé.","Ça devrait le faire perdre la tête en essayant de savoir comment le résoudre à temps, mais pour l'instant, il ressentait seulement du soulagement."
"I'll drag his ass out there and show him what power I have, and then I'll let him feel what it's like to die because you can't breathe.","Je vais le traîner là-bas et lui montrer le pouvoir que j'ai, puis je lui ferai sentir ce que c'est que de mourir parce qu'on ne peut plus respirer.","Je vais le tirer par les cheveux et lui montrer ce que c'est que le pouvoir, puis je lui laisserai sentir ce que c'est que de mourir parce que tu ne peux pas respirer."
"God, she really didn't want to be the one to tell him.","Bon sang, elle ne voulait vraiment pas être celle qui le lui annoncerait.","Ça, elle ne voulait pas être la première à le dire."
The last few hours of listening to Chase talk had been a delicious distraction from both the storm and Inna's revelation.,Les dernières heures passées à écouter Chase avaient été une délicieuse distraction par rapport à la tempête et à la révélation d'Inna.,Les dernières heures pendant lesquelles Chase avait parlé avaient été une délicieuse distraction par rapport à la tempête et à la révélation d'Inna.
"Side note, Prince is infinitely better on vinyl.",À noter que Prince est infiniment meilleur sur vinyle.,Ça fait du bien de le voir en direct.
"Andi found herself wondering as she reluctantly turned around, resigning herself to never knowing the joy of making a snow angel and decided that this moment deserved a heartfelt sigh.","en se retournant à contrecœur, se résignant à ne jamais connaître la joie de faire un ange de neige et décidant que ce moment méritait un soupir sincère.",Ça lui fit penser qu'elle aurait mieux fait de commencer lorsqu'elle se rendit compte qu'il y avait une troisième page.
"I don't pine after straight men, but I sure as fuck don't mind looking.","Je ne me languis pas des hommes hétérosexuels, mais ça ne me dérange pas de les regarder.","Ça ne me fait pas de mal de regarder, mais je ne suis pas obsédé par les hommes hétérosexuels."
It's there in the tremble of his hands as they ghost over my thighs.,"C'est là, dans le tremblement de ses mains qui se promènent sur mes cuisses.",Ça se voit dans le tremblement de ses mains qui se détachent sur mes cuisses.
"We had our time, but..."" He exhales.","Nous avons eu notre temps, mais... Il lâche un soupir.","Ça a duré, mais..."
"""Well, you're good at it.""","Eh bien, tu es doué pour ça.","Ça va, tu es douée."
"Cradling her face in his hands, Devyn slowly breathed into her mouth.","Prenant délicatement son visage entre ses mains, Devyn inspira lentement dans sa bouche.",Devyn prit son visage dans ses mains et respira lentement dans sa bouche.
"""Let's move over to the couch where it's more comfortable.","Allons-nous installer sur le canapé, c'est plus confortable.",Ça va être plus confortable sur le canapé.
"Giving his gorgeous dick one last lick, I climb up his body.",Je lèche une dernière fois sa superbe queue et  grimpe le long de son corps.,"Je lui donne un dernier lécher dans sa merveilleuse boule, puis je monte le long de son corps."
"""I told you to take care of her and you fucking left her there!"" Devyn shouted, slamming him back against the wall.","Je t'ai dit de prendre soin d'elle et putain, tu l'as laissée là-bas !",Ça me disait de la protéger et tu l'as laissée là !
"You're still here because of him, aren't you?""","C'est à cause de lui que tu es encore là, n'est-ce pas ?","Ça t'a fait rester ici, n'est-ce pas ?"
"I let my head drop to my chest as he works my glutes, my cock twitching already.","Je laisse ma tête retomber contre ma poitrine pendant qu'il frotte mon fessier, ma bite tressaillant déjà.","Je laisse tomber ma tête sur ma poitrine alors qu'il travaille mes fesses, mon membre tressaillant déjà."
"They are in the way of my mission.""",Elle m'empêche d'accomplir ma mission.,Ça me gène dans la réalisation de ma mission.
"""I don't want to work in accounting,"" she reminded him.","Je ne veux pas travailler à la comptabilité, lui rappela-t","Ça ne veut pas dire que je veux travailler au service comptabilité, lui rappela-t-elle."
"""Thank you for saving me the trouble,"" Lucas said smoothly as he clicked to the next slide.","Merci de m'avoir épargné cette peine, dit Lucas d'une voix doucereuse en cliquant sur la diapositive suivante.","Ça m'a épargné le souci, dit Lucas d'une voix lisse en passant à la diapositive suivante."
"I stroke my thumb over the fabric of his tee, wishing like hell it were bare skin.","Je passe mon pouce sur le tissu de son T-shirt, souhaitant ardemment que ce soit de la peau nue.","Je passe mon pouce sur le tissu de son tee-shirt, souhaitant que ce soit de la peau nue."
"""I told you, the family, they can't...""","Je te l'ai dit, sa famille ne peut pas...","Ça, la famille, elle ne peut pas..."
The ocean breeze lifted her sundress and sent it flapping against her thigh and it was all he could do to keep from reaching for her.,"La brise de l'océan soulevait sa robe d'été et l'envoyait battre contre sa cuisse, et il fit tout son possible pour ne pas tendre la main vers elle.","Ça faisait chaud dans la pièce et le vent de mer soulevait son sundress et l'envoyait flotter contre sa cuisse, et c'est tout ce qu'il pouvait faire pour ne pas l'attraper."
"""Most of the restaurant stuff is staying with the bar.""",La plupart du matériel du restaurant ainsi que le bar restent.,"Ça, c'est pour le bar."
"I feel him take a deep breath, and then he sighs sweetly.","Je le sens prendre une profonde inspiration, puis soupirer doucement.","Je le sens inspirer profondément, puis soupirer doucement."
"Things could have been much worse, for sure.","Les choses auraient pu être bien pires, c'est certain.","Ça aurait pu être bien pire, c'est sûr."
And he's back to avoiding eye contact.,Et il recommence à éviter le contact visuel.,Ça fait qu'il est de retour à l'avoir l'air comme s'il ne voyait pas.
Of course.,Évidemment.,Ça va sans dire.
