sources,references,translations
"We can clean tomorrow.""",Nous pourrons nettoyer demain.,Ça peut se nettoyer demain.
Old-time pirates scared her.,Les pirates d'antan lui faisaient peur.,Les pirates d'autrefois la faisaient peur.
"Maybe this wouldn't be so bad, Andi tried telling herself as she glanced back at the door to find Uncle Shawn standing there, shooting her a wink and a reassuring smile that was supposed to make this better.","Peut-être que ça ne sera pas si mal, se dit Andi alors qu'elle jetait un œil à l'embrasure de la porte où se tenait Oncle Shawn, lui lançant un clin d'œil et un sourire rassurant censés rendre les choses plus agréables.","Ça ne serait pas si mal, essaya de l'assurer Andi en regardant la porte pour voir Uncle Shawn s'y tenir, lui donnant un clin d'œil et un sourire réconfortant qui devait rendre les choses meilleures."
"I stare up at John's sad, popcorn ceiling until I drift off into an exhausted, dreamless sleep.",Je fixe le triste plafond en crépi de John jusqu'à ce que je sombre dans un sommeil épuisant et sans rêve.,"Je regarde le plafond de John, triste et couvert de poussière, jusqu'à ce que je me perdre dans un sommeil épuisé et sans rêve."
"Before I realize what I've done, my hands are on his shoulders.","Avant que je ne réalise ce que j'ai fait, mes mains sont sur ses épaules.","Je ne réalise pas ce que je fais, mais mes mains sont sur ses épaules."
"""Yeah, maybe, but the whole arranged marriage thing sounds a little crazy.","Oui, peut-être, mais cette histoire de mariage arrangé me semble un peu folle.","Ça pourrait être, mais le tout du mariage arrangé me semble un peu fou."
If he knew her fantasies.,Si seulement il connaissait ses fantasmes.,Si il connaissait ses fantasmes.
"She keeps every door open, as if inviting partygoers to slip away and indulge in whatever they might fancy.","Elle laisse toutes les portes ouvertes, comme si elle invitait les fêtards à s'éclipser et à se laisser aller à leurs envies.","Ça fait comme si elle laissait toutes les portes ouvertes, comme si elle invitait les invités à s'échapper et à se laisser aller à ce qu'ils auraient de plus délicieux."
"""Did you come out before you moved here or after?""",As-tu fait ton coming out avant d'emménager ici ou après ?,Êtes-vous sorti avant de déménager ici ou après ?
"When I run a slick fingertip around his hole, he loses the battle, surging up and into the back of my throat.","Lorsque je passe le bout d'un doigt luisant sur le pourtour de son anus, il perd la bataille, s'arc-boutant  et s'enfonçant au fond de ma gorge.","Quand je fais tourner un doigt humide autour de son trou, il perd la bataille, s'élançant et s'engouffrant dans le fond de ma gorge."
"""Remember, this is a story.",N'oublie pas que c'est une histoire.,Ça fait partie de l'histoire.
As far-fetched as the story the merfolk told?,Était-elle aussi farfelue que l'histoire racontée par le peuple des mers ?,Être aussi étrange que l'histoire racontée par les habitants des mers ?
"""And no rule says we have to meet up for lunch.""",Et aucune règle ne dit que nous devons nous retrouver pour déjeuner.,Ça ne dit pas non plus que nous devons nous rencontrer pour le déjeuner.
"""I know it's a tattoo, silly mermaid.","Je sais que c'est un tatouage, stupide sirène.","Ça fait partie d'un tatouage, ta putain de sirène."
"And had given me the sweetest, softest kiss.",Et il m'avait donné le plus doux des baisers.,Ça avait été le plus doux et le plus tendre.
"Relieved that this was finally over, Devyn reached for his pen and-","Soulagé d'en finir, Devyn saisit son stylo et...","Relié de voir que cette affaire était enfin terminée, Devyn s'approcha de son stylo et..."
"For the most part, the scene is still.","La plupart du temps, la scène est immobile.","Ça, pour l'essentiel, est encore."
He rubbed his arms to silence the tingling she'd caused.,Il se frotta les bras pour faire taire les picotements qu'elle avait provoqués.,"Ça lui faisait tingler, il se frotta les bras pour l'apaiser."
"When she hesitated, he looked up and met her gaze as he said, ""Please,"" and found herself lying down as she noted the pained expression in his beautiful eyes.","Lorsqu'elle hésita, il leva les yeux et croisa son regard en disant : ""S'il te plaît"", et elle se retrouva allongée en remarquant l'expression de douleur dans ses beaux yeux.","Ça fait peur, dit-il en levant les yeux et en rencontrant son regard, alors qu'elle s'allongeait, et remarqua l'expression douloureuse dans ses beaux yeux."
"I'm nearing six feet, but John Burton's got a good five inches on me, at least.","J'approche le mètre quatre-vingt-dix, mais John Burton fait au moins cinq centimètres de plus que moi.","Je suis à quelques centimètres de mesure de six pieds, mais John Burton a au moins cinq centimètres de plus que moi."
"""Let's enjoy this evening together, okay?","Profitons de cette soirée ensemble, d'accord ?","Ça fait bien, allons profiter de cette soirée ensemble, d'accord ?"
"As long as it's been, I'm still sad when I think about him.","Malgré tout le temps passé, je suis toujours triste quand je pense à lui.","Ça fait déjà longtemps, mais je suis toujours triste quand je pense à lui."
As if she didn't already have enough problems.,Comme si elle n'avait pas déjà assez de problèmes.,Ça faisait comme si elle n'avait pas déjà assez de problèmes.
"I sit up, feeling like I've been hit by a cement lorry.","Je me redresse, avec l'impression d'avoir été renversé par un camion benne.","Je me redresse, sentant comme si j'avais été frappé par un camion de béton."
"""You owe me more of an explanation.""",Tu me dois plus d'explications.,Ça te doit d'une explication plus détaillée.
"It's slow and sweet and almost makes me miss my next cue, but I wouldn't have stopped the kiss if he hadn't pulled away.","C'est lent et doux, me faisant presque rater la chanson suivante à préparer, mais je n'aurai pas arrêté le baiser s'il ne s'était pas éloigné.","Ça est lent et doux et m'a presque fait manquer ma prochaine réplique, mais je n'aurais pas arrêté le baiser si il n'avait pas retiré sa langue."
"""Make no mistake, if you run, I will chase you.","Ne te méprends pas, si tu t'enfuis, je te poursuivrai.","Ça ne fait pas de doute, si tu te débrouilles, je te poursuivrai."
He grabbed her hand and half dragged her as he took off running.,Il lui prit la main et la traîna à moitié pendant qu'il se mettait à courir.,Il lui prit la main et la traîna un peu tout en s'enfonçant dans la course.
"For most of her life, she'd felt lost, but when she was in Devyn's arms, she felt like she was exactly where she was supposed to be and that scared her.","Pendant la majeure partie de sa vie, elle s'était sentie perdue, mais lorsqu'elle était dans les bras de Devyn, elle avait l'impression d'être exactement là où elle devait être et ça l'effrayait.","Ça faisait longtemps qu'elle se sentait perdue, mais quand elle était dans les bras de Devyn, elle se sentait exactement où elle devait être, et cela la terrifiait."
"""John,"" I say after I set up the first block of songs for the night.",dis-je après avoir lancé le premier bloc de chansons de la soirée.,"Ça va, John, dit-je après avoir mis en place le premier bloc de chansons pour la soirée."
"Like, when his parents announced they were getting divorced.",Comme lorsque ses parents ont annoncé qu'ils divorçaient.,"Ça, comme quand ses parents avaient annoncé qu'ils se séparaient."
I set the paper aside and look at the bottle of lube.,Je mets le papier de côté et regarde la bouteille de lubrifiant.,Je laisse tomber le papier et j'examine le flacon de lubrifiant.
I need to steer us toward safer ground.,J'ai besoin de nous diriger vers un terrain plus sûr.,Ça me faut pour nous diriger vers un terrain plus sûr.
"You'll get a formal letter asking you to vacate, but I thought I'd stop in and tell you personally.","Tu recevras une lettre officielle te demandant de quitter les lieux, mais j'ai pensé que c'était mieux de passer te le dire personnellement.","Ça te viendra par lettre formelle, mais je me suis dit que je te le disais personnellement."
"""They fell in love.""",Ils sont tombés amoureux.,Ça a fait tomber amoureux.
"""It's not exactly appropriate for a restaurant,"" Andi mumbled sadly, because she would actually love to go to dinner with him.","Ce n'est pas vraiment approprié pour un restaurant, marmonna Andi avec tristesse, parce qu'elle aurait vraiment aimé aller dîner avec lui.","Ça n'est pas vraiment approprié pour un restaurant, marmonna tristement Andi, car elle aurait vraiment aimé dîner avec lui."
The deck railing creaked as he grasped it.,La rambarde du pont grinça lorsqu'il la saisit.,La rambarde du pont craqua lorsqu'il la saisit.
"""He's the guy that's made you so happy, your entire body language has changed.",C'est lui qui t'a rendu si heureux que ton langage corporel a changé.,"Ça fait que tu es si heureux, ton langage corporel a totalement changé."
"What's wrong with my couch?""",Qu'est-ce qui ne va pas avec mon canapé ?,Ça va pas avec mon canapé ?
John is handling this much better than I am.,John gère cela beaucoup mieux que moi.,"Ça va bien pour John, mais pas pour moi."
"They settle on my hips, and he squeezes hard.",Elles se posent sur mes hanches et il serre fort.,Ça s'installe sur mes hanches et il me presse fort.
She pushed her hair over her shoulders and headed to the beach walkway so she could see the pier up close and inspect the damage.,Elle repoussa ses cheveux sur ses épaules et se dirigea vers la promenade de la plage afin de voir la jetée de plus près et d'inspecter les dégâts.,Elle repoussa ses cheveux sur ses épaules et se dirigea vers la promenade de la plage pour voir la jetée de près et inspecter les dégâts.
"Even when you're not being real, there's still a truth behind everything you do and say.""","Même quand tu te caches, il y a toujours une vérité derrière tout ce que tu fais et dis.","Ça ne te fait pas moins vrai, même quand tu n'es pas vrai, il y a toujours une vérité derrière tout ce que tu fais et ce que tu dis."
"I'd give it to him, I'm sure, regardless.","Je le lui donnerais, j'en suis sûr, peu importe ce que c'est.","Ça me donnerait, je suis sûr, même sans ça."
"He turned away, sure that his cheeks had flamed at the sight.","Il se détourna, certain que ses joues s'étaient enflammées à cette vue.","Ça lui avait fait rougir, sûr qu'il avait rougi à la vue."
"""I told you, he hates this.""","Je te l'ai dit, il déteste tout ça.","Ça te dis, il déteste ça."
"""The renovations are moving along.",Les rénovations avancent.,Ça va bien pour les travaux de rénovation.
If only Chase knew who watched out for whom.,Si seulement Chase savait qui surveillait qui.,Ça dirait que Chase ne savait pas qui gardait qui.
"""Am I too loud?"" John looks so guilty I feel like I should be apologizing.",John paraît tellement coupable que j'ai l'impression que c'est moi qui devrais m'excuser.,Ça fait trop de bruit ?
"She looked small against the vast ocean, like a grain of sand on the beach.","Elle paraissait si petite face à l'immensité de l'océan, comme un grain de sable sur la plage.","Ça lui donnait l'air petite face à l'océan immense, comme un grain de sable sur la plage."
"He snatched his hand away, blood rushing to his face at the thought she'd caught him fondling her while she was asleep.","Il retira sa main, le sang lui montant au visage à l'idée qu'elle l'ait surpris en train de la caresser pendant qu'elle dormait.","Ça lui fit repousser la main, le sang s'envahissant de son visage à l'idée qu'elle l'avait pris en train de caresser sa femme alors qu'elle dormait."
He couldn't be more confusing if he tried.,Il ne pouvait  pas être plus déroutant même s'il essayait.,Ça ne pouvait être plus confus s'il en avait essayé.
"Luke had always preferred the whale, and they'd passed up a turn on the wheel numerous times to wait for the blue cart to come available.","Luke avait toujours préféré ""la baleine"", et ils avaient renoncé plusieurs fois à un tour de roue pour attendre que la cabine bleue se libère.","Luke avait toujours préféré le baleine, et ils avaient renoncé à une fois de plus à prendre le volant pour attendre que le cartable bleu devienne disponible."
He shrugged and set the last glass ornament in the box.,Il haussa les épaules et déposa le dernier ornement en verre dans la boîte.,"Ça, c'est ça, dit-il en posant le dernier ornement dans la boîte."
"""Something like that.""",Quelque chose comme ça.,Ça ressemble à ça.
"The queen shielded her eyes and looked to the bar, now simmering and smoking.","La reine se protégea les yeux et regarda le bar, maintenant réduit en un tas frémissant et fumant.","La reine se protégea les yeux et regarda le bar, maintenant en fumée et en flammes."
"Smoke hadn't filled the bedroom, but something was burning somewhere in the bar.","La fumée n'avait pas envahi la chambre, mais quelque chose brûlait quelque part dans le bar.","Ça n'avait pas rempli la chambre de fumée, mais quelque chose brûlait quelque part dans le bar."
The number of times I've fantasized about this very moment is incalculable.,Le nombre de fois où j'ai fantasmé sur ce moment précis est incalculable.,Ça fait des années que je rêve de ce moment.
"""Next week,"" Chase said.","La semaine prochaine, dit Chase.","Ça sera la semaine prochaine, dit Chase."
"they didn't have time for another round of sex, even if he thought it was a good idea, which it wasn't.","Il ne pouvait pas s'impliquer et ils n'avaient pas le temps pour une autre partie de jambes en l'air, même s'il pensait que c'était une bonne idée; ce qui n'était pas le cas.","elles n'avaient pas le temps d'avoir une autre fois de sexe, même si il pensait que c'était une bonne idée, ce qui n'était pas le cas."
"""I'm sorry, Devyn,"" Andi said, wishing that she'd never brought it up.","Je suis désolée, Devyn, déclara Andi, souhaitant n'avoir jamais abordé le sujet.","Ça va, Devyn, dit Andi, regrettant de l'avoir évoqué."
He's a self-talker.,Il se parle à lui-même.,Ça fait un bon auteur.
"""Five times?"" he asked as they headed down a side street towards the long line of apartment complexes that lined the street.",reprit-il alors qu'ils se dirigeaient vers une rangée d'appartements qui bordait un des côtés de la rue dans laquelle ils se trouvaient.,Ça fait cinq fois ?
He eyes the crowd of reporters like he wants to tear them apart with his bare hands.,Il regarde la foule des journalistes comme s'il voulait les déchiqueter à mains nues.,Ça lui fait envie de déchirer la foule de journalistes à mains nues.
Time to choose the future.,Il était temps de choisir l'avenir.,Ça fait temps de choisir son avenir.
"""Is that a bad thing?"" he asked as they slowly made their way past the reason why they'd been stuck on the highway for the past two hours as the road crew pulled back the orange cones.",demanda-t-il alors qu'ils dépassaient lentement la raison pour laquelle ils étaient restés bloqués sur l'autoroute depuis deux heures alors que l'équipe de sécurité routière retirait les cônes orange.,Ça veut-il dire que c'est une chose mauvaise ?
"""Don't think about all that stuff right now,"" she said.","Ne pense pas à tout cela pour l'instant, dit-elle.","Ça ne te préoccupe pas pour l'instant, dit-elle."
"Instead, he'd left the clothes and shoes strewn about and his books and magazines piled around the room.","Au lieu de cela, il avait laissé les vêtements et les chaussures éparpillés, les livres et les magazines empilés dans la pièce.","Ça, c'était plutôt ce qu'il avait fait : il avait laissé ses vêtements et ses chaussures par terre et ses livres et ses magazines en tas dans la pièce."
"""Hey, mister,"" she said.","Hé, monsieur, dit-elle.","Ça va, monsieur, dit-elle."
"It took time to figure out how to turn my love of music into a career.""",Il m'a fallu du temps pour comprendre comment transformer mon amour de la musique en carrière.,Ça a pris du temps pour savoir comment transformer mon amour de la musique en une carrière.
"Reluctantly, hands shaking so badly I can barely get them to do my bidding, I click.","À contrecœur, les mains tremblant à tel point que j'ai du mal à les faire fonctionner, je clique.","Je clique, de mauvaise grâce, les mains tremblantes à tel point que je ne peux même pas les faire obéir."
"He was on a sunny beach, and the wind was light, hugging.","Il se trouvait sur une plage ensoleillée, et le vent était léger, enveloppant.","Ça faisait chaud, il était sur une plage ensoleillée, et le vent était doux et caressant."
The duvet was high-quality cotton and cool to the touch in the muggy room.,La couette était en coton de haute qualité et fraîche au toucher dans la pièce moite.,Le duvet était en coton de qualité et frais à la touche dans la pièce chaude.
"""That porn you were going to tell me about?""","Alors, ce porno dont tu allais me parler ?",Ça fait référence à ce porno que tu allais me dire ?
"Worth your forgiveness.""",S'il vaut la peine que tu lui pardonnes.,Ça vaut ta pardon.
"Numbness flowed through him like molasses, and he clenched his biceps.",Une sensation d'engourdissement le traversa comme de la mélasse et il serra les biceps.,"Ça lui coulait dans les veines comme de la mélasse, et il serrait son biceps."
She'd use whatever she could to get him to stick around long enough to fall in love.,Elle ferait tout ce qu'elle pourrait pour qu'il reste assez longtemps pour tomber amoureux.,Ça lui servait à faire de tout pour qu'il reste assez longtemps pour tomber amoureux d'elle.
"He set the glass of water in front of her, then drew up a tall beer for himself.","Il posa le verre d'eau devant elle, puis se servit une grande bière.","Il posa le verre d'eau devant elle, puis se procura une bière."
They started following her.,Ils ont commencé à la suivre.,Ça commença à la suivre.
"I don't want to fall this fast, but I don't know how to stop the slide.","Je ne veux pas tomber amoureux aussi vite, mais je ne sais pas comment arrêter la chute.","Ça fait trop vite, mais je ne sais pas comment arrêter la chute."
Local teacher fired after claims he seduced a student.,Un enseignant local licencié après avoir été accusé d'avoir séduit un élève.,Un enseignant local a été licencié après des accusations de l'avoir séduit.
John is at the podium now.,John est maintenant sur le podium.,Ça fait maintenant un moment que John est à l'estrade.
"""Michael John Dalton is innocent,"" the older woman begins.","""Michael John Dalton est innocent"", commence la femme la plus âgée.","Ça fait un an que Michael John Dalton est innocent, commence la femme plus âgée."
Maybe he'd reach someone who could help in time.,Peut-être qu'il aurait pu joindre quelqu'un qui pourrait l'aider à temps.,Ça pourrait arriver qu'il atteigne quelqu'un qui puisse l'aider à temps.
The positive.,Les choses positives.,Ça va.
"""He's trying to get up.""",Il essaie de se lever.,Ça tente de se lever.
This is a tiny lie.,C'est un petit mensonge.,Ça fait un petit mensonge.
"But yours isn't much better.""",Mais le tien n'est pas beaucoup mieux.,Ça ne te va pas mieux.
"""Welcome to the Emerald Cove.",Bienvenue à Emerald Cove.,Bienvenue au Cove Emerald.
"""Do you have a problem with long hours?""",Est-ce que les grandes amplitudes horaires vous posent un problème ?,Ça te pose-t-il des heures longues ?
He thinks he can bully me into marriage.,Il pense qu'il peut faire pression pour que je me marie.,Ça lui semble qu'il peut me forcer à l'épouser.
"""I need to get the painting of Christopher.",Je dois récupérer le tableau de Christopher.,Ça me faut le tableau de Christopher.
"""You need to let him explain.",Tu dois le laisser s'expliquer.,Ça fait que tu dois le laisser s'expliquer.
No point in hearing the same thing over and over.,Ce n'est pas la peine d'entendre la même chose encore et encore.,Ça ne sert à rien d'entendre la même chose à chaque fois.
"""2356 multiplied by 23.""","""2356 multiplié par 23.",2356 multiplié par 23.
"He ran his tongue lightly over her soft lips, tasting her again and again.","ll passa légèrement sa langue sur ses lèvres douces, la goûtant encore et encore.","Il passa sa langue légèrement sur ses lèvres douces, goûtant-la à nouveau et à nouveau."
"Most of the people I know are cynics, or reformed cynics.","La plupart des gens que je connais sont des cyniques, ou des cyniques repentis.","90 % des gens que je connais sont des cyniques, ou des cyniques réformés."
He spat on the ground.,Il cracha sur le sol.,Ça cracha sur le sol.
"He should be losing his fucking mind trying to figure out how he was going to fix this in time, but right now, all he felt was relief.","Il aurait dû être en train de péter les plombs en essayant d'arranger ce merdier, mais au lieu de ça, il se sentait soulagé.","Ça devrait le faire perdre la tête en essayant de savoir comment il allait résoudre ce problème à temps, mais pour l'instant, il ne ressentait que du soulagement."
"I'll drag his ass out there and show him what power I have, and then I'll let him feel what it's like to die because you can't breathe.","Je vais le traîner là-bas et lui montrer le pouvoir que j'ai, puis je lui ferai sentir ce que c'est que de mourir parce qu'on ne peut plus respirer.","Ça va me falloir le tirer par les cheveux et lui montrer ce que je peux faire, puis je lui ferai sentir ce que c'est que de mourir parce que tu ne peux pas respirer."
"God, she really didn't want to be the one to tell him.","Bon sang, elle ne voulait vraiment pas être celle qui le lui annoncerait.","Ça, elle ne voulait pas être celle qui lui le dirait."
The last few hours of listening to Chase talk had been a delicious distraction from both the storm and Inna's revelation.,Les dernières heures passées à écouter Chase avaient été une délicieuse distraction par rapport à la tempête et à la révélation d'Inna.,"Ça faisait des heures que Chase parlait, et cela avait été un délicieux divertissement à la fois pour l'orage et pour la révélation d'Inna."
"Side note, Prince is infinitely better on vinyl.",À noter que Prince est infiniment meilleur sur vinyle.,"Note de côté, Prince est infiniment meilleur en vinyle."
"Andi found herself wondering as she reluctantly turned around, resigning herself to never knowing the joy of making a snow angel and decided that this moment deserved a heartfelt sigh.","en se retournant à contrecœur, se résignant à ne jamais connaître la joie de faire un ange de neige et décidant que ce moment méritait un soupir sincère.","Ça lui fit penser, alors qu'elle tournait de force, à ne jamais connaître le plaisir de faire un ange de neige et décida que ce moment méritait un soupir sincère."
"I don't pine after straight men, but I sure as fuck don't mind looking.","Je ne me languis pas des hommes hétérosexuels, mais ça ne me dérange pas de les regarder.","Ça ne me fait pas de peine de regarder les hommes hétérosexuels, mais je ne me plains pas de le faire."
It's there in the tremble of his hands as they ghost over my thighs.,"C'est là, dans le tremblement de ses mains qui se promènent sur mes cuisses.",Ça est là dans le tremblement de ses mains qui se glissent sur mes cuisses.
"We had our time, but..."" He exhales.","Nous avons eu notre temps, mais... Il lâche un soupir.","Ça a duré, mais..."
"""Well, you're good at it.""","Eh bien, tu es doué pour ça.","Ça va, tu as du talent."
"Cradling her face in his hands, Devyn slowly breathed into her mouth.","Prenant délicatement son visage entre ses mains, Devyn inspira lentement dans sa bouche.","Cradlant son visage dans ses mains, Devyn respira lentement dans sa bouche."
"""Let's move over to the couch where it's more comfortable.","Allons-nous installer sur le canapé, c'est plus confortable.","Ça va, allons-y sur le canapé où il est plus confortable."
"Giving his gorgeous dick one last lick, I climb up his body.",Je lèche une dernière fois sa superbe queue et  grimpe le long de son corps.,"Je lui donne un dernier lécher, puis je gravis son corps."
"""I told you to take care of her and you fucking left her there!"" Devyn shouted, slamming him back against the wall.","Je t'ai dit de prendre soin d'elle et putain, tu l'as laissée là-bas !",Ça te disais de la protéger et tu l'as laissée là !
"You're still here because of him, aren't you?""","C'est à cause de lui que tu es encore là, n'est-ce pas ?","Ça veut dire que tu es encore là grâce à lui, n'est-ce pas ?"
"I let my head drop to my chest as he works my glutes, my cock twitching already.","Je laisse ma tête retomber contre ma poitrine pendant qu'il frotte mon fessier, ma bite tressaillant déjà.","Je laisse tomber ma tête sur mon torse alors qu'il travaille mes glutés, mon coche se fessant déjà."
"They are in the way of my mission.""",Elle m'empêche d'accomplir ma mission.,Ça me gêne dans la réalisation de ma mission.
"""I don't want to work in accounting,"" she reminded him.","Je ne veux pas travailler à la comptabilité, lui rappela-t","Ça ne veut pas dire que je veux travailler dans le domaine comptable, lui rappela-t-elle."
"""Thank you for saving me the trouble,"" Lucas said smoothly as he clicked to the next slide.","Merci de m'avoir épargné cette peine, dit Lucas d'une voix doucereuse en cliquant sur la diapositive suivante.","Ça m'a épargné le détour, dit Lucas d'une voix lisse en passant à la diapositive suivante."
"I stroke my thumb over the fabric of his tee, wishing like hell it were bare skin.","Je passe mon pouce sur le tissu de son T-shirt, souhaitant ardemment que ce soit de la peau nue.","Je passe mon pouce sur le tissu de sa tee, souhaitant à tout prix qu'il soit de peau nue."
"""I told you, the family, they can't...""","Je te l'ai dit, sa famille ne peut pas...","Ça, je te l'ai dit, la famille, elle ne peut pas..."
The ocean breeze lifted her sundress and sent it flapping against her thigh and it was all he could do to keep from reaching for her.,"La brise de l'océan soulevait sa robe d'été et l'envoyait battre contre sa cuisse, et il fit tout son possible pour ne pas tendre la main vers elle.","L'air marin souleva sa robe de plage et la fit flotter contre sa cuisse, et il ne put faire qu'essayer de s'en tenir à cela."
"""Most of the restaurant stuff is staying with the bar.""",La plupart du matériel du restaurant ainsi que le bar restent.,Ça fait partie du bar.
"I feel him take a deep breath, and then he sighs sweetly.","Je le sens prendre une profonde inspiration, puis soupirer doucement.","Je le sens prendre une grande inspiration, puis il soupire doucement."
"Things could have been much worse, for sure.","Les choses auraient pu être bien pires, c'est certain.","Ça aurait pu être beaucoup plus grave, c'est sûr."
And he's back to avoiding eye contact.,Et il recommence à éviter le contact visuel.,Ça lui a fait reprendre à éviter le contact des yeux.
Of course.,Évidemment.,"Ça va, bien sûr."
"I've fallen silent again because I'm trying to be present for him, but he's probably misinterpreting things.","Je me tais à nouveau car j'essaie d'être présent pour lui, mais il interprète probablement mal les choses car il continue.","Ça me fait redevenir silencieux, car j'essaie d'être présent pour lui, mais il a probablement mal interprété les choses."
"""Then I guess I should give this to someone else,"" came the softly murmured words that had her swallowing hard as she looked up and found Devyn standing in her doorway.","Alors, je devrais donner ça à quelqu'un d'autre, les mots doucement murmurés qui la firent déglutir alors qu'elle levait les yeux et trouvait Devyn dans l'embrasure de sa porte.","Ça veut dire que je devrais le donner à quelqu'un d'autre, dit-il en murmurant doucement ce qui la fit avaleur difficilement alors qu'elle le regardait se lever dans son portail."
"I reach up and slide a hand into his hair, run my other fingers along the dips and curves of his back.","Je me lève et glisse une main dans ses cheveux, je passe mes autres doigts le long des creux et des courbes de son dos.","Je me lève et glisse une main dans ses cheveux, je passe mes autres doigts le long des creux et des courbes de son dos."
"""Let the human go.""",Laisse partir l'humain.,Laissez l'humain partir.
"""Why did it have to be Luke?",Pourquoi fallait-il que ce soit Luke ?,Ça aurait pu être quelqu'un d'autre ?
"The beach lay in darkness, and Inna could lurk anywhere among the dunes or pier remains.","La plage était plongée dans l'obscurité, et Inna pouvait se cacher n'importe où parmi les dunes ou les vestiges de la jetée.","L'embouchure de la rivière était enveloppée dans l'obscurité, et Inna pouvait se cacher n'importe où, dans les dunes ou les restes du quai."
Chapter 34,Chapitre 34,34e chapitre
"His fingers tweak one of my nipples, and I moan into yet another kiss.",Ses doigts titillent l'un de mes mamelons et je gémis dans un nouveau baiser.,Ses doigts s'agrippent à un de mes mamelons et je gémis dans un autre baiser.
"God, that felt so fucking good.","Mon Dieu, que ça faisait du bien.",Ça a tellement bien fait.
But he wasn't good at that kind of thing.,Mais il n'était pas doué pour ce genre de choses.,Ça ne lui convenait pas.
"I don't only mean the millions of songs in the digital archive, someone in the station's history had hoarded vinyl like it was going out of style.","Je ne parle pas seulement des millions de chansons contenues dans les archives numériques, mais du fait qu'une personne, dans l'histoire de la station, ait accumulé des vinyles comme si c'était démodé.","Ça ne veux pas dire que je ne parle pas des millions de chansons dans l'archive numérique, mais quelqu'un dans l'histoire de la station avait rassemblé des disques vinyle comme si c'était à la mode."
"After maneuvering around a few tables, he laid her on the corner couch.","Après avoir contourné quelques tables, il l'allongea sur le canapé du coin.","Après avoir manœuvré autour de quelques tables, il la posa sur le canapé à coin."
I hum the line to him and search his face for recognition.,Je lui fredonne le morceau et cherche sur son visage pour voir s'il a reconnu la mélodie.,Je l'hum le long de son visage pour le reconnaître.
"""Do you think it will ever go away?",Penses-tu que cela disparaîtra un jour ?,Ça va disparaître un jour ?
"Any other day, his eye contact would be filed in the fantasy category called ""replay.""","N'importe quel autre jour, son contact visuel aurait été catalogué dans l'esprit de Mari dans la catégorie des fantasmes appelée ""replay"".","Ça serait un autre jour, son regard serait classé dans la catégorie des fantasmes appelée ""replay""."
"""Such a cynic, you are.""",Tu es un vrai cynique.,"Ça fait un cynique, toi."
Too relieved to be inside the circle of his embrace again to fight it.,Je suis trop soulagé d'être à nouveau dans le cercle de son étreinte pour lutter.,Ça lui donnait trop de soulagement d'être à nouveau dans le cercle de son embrassement pour le combattre.
Not my John.,Pas mon John.,Ça ne s'applique pas à mon John.
"I debate driving back down to Philly, even though it's not a good idea in my current frame of mind.","J'envisage de retourner à Philadelphie en voiture, même si ce n'est pas une bonne idée dans l'état d'esprit où je me trouve.","Je débats de retourner à Philadelphie, même si c'est une mauvaise idée dans mon état d'esprit actuel."
"And even though the sea held darkness, the land did too.","Et même si la mer contenait des ténèbres, la terre en contenait aussi.","Et même si la mer était sombre, la terre l'était aussi."
"But you all don't care about that, you have a juicy story for your ratings and your newspapers.","Mais vous vous en moquez tous, vous avez une histoire juteuse pour vos audiences et vos journaux.","Ça ne vous importe pas, vous avez une belle histoire pour vos audiences et vos journaux."
"Sunset was near, though it was impossible to tell with the blossoming of dark clouds across the sky.","Le coucher du soleil était proche, même s'il était impossible de le deviner avec l'éclosion de nuages sombres dans le ciel.","Ça faisait presque une heure que le soleil commençait à se coucher, mais il était impossible de le dire avec la prolifération de nuages sombres dans le ciel."
"And besides, pirates didn't have coffee with cream and sugar.","Et puis, les pirates ne prenaient pas de café avec de la crème et du sucre.",Ça ne faisait pas partie de leur code.
She dropped her clothes on the sand and placed a rock on them to keep them from blowing away then glanced at Inna.,"Elle laissa tomber ses vêtements sur le sable et posa une pierre dessus pour les empêcher de s'envoler, puis jeta un coup d'œil à Inna.","Elle déposa ses vêtements sur le sable et posa une pierre dessus pour les empêcher de s'envoler, puis regarda Inna."
"He wraps his arms around me, one across my collar and one around my chest, and it feels so damned good.","Il m'entoure de ses bras, l'un autour de mon cou et l'autre autour de ma poitrine, et c'est tellement bon.","Ça sent le bonheur, il enroule ses bras autour de moi, l'un sur mon col et l'autre autour de mon torse, et c'est tellement bon."
He pulls out a Steely Dan.,Il sort un vinyle de Steely Dan.,Ça fait un Steely Dan.
"He'd used her weakness against her, something that she would not forget.",Il avait utilisé sa faiblesse contre elle ;,"Ça lui avait servi de faiblesse contre elle, et c'est quelque chose qu'elle ne oublierait pas."
Quivering like a pair of virgin teenagers.,Frémissant comme deux ados puceaux.,Ça tremblait comme une paire de jeunes filles vierges.
The rain was picking up and it wouldn't be long until it was constant.,La pluie s'intensifia et ne tardera pas à devenir continue.,Ça pleuvait de plus en plus et il ne resterait pas longtemps avant que la pluie ne soit constante.
The dune grass bent almost horizontally to the ground and clouds of sand rolled down the beach like tumbleweeds.,L'herbe des dunes se courbaient presque horizontalement vers le sol et des nuages de sable roulaient sur la plage comme des chenilles.,L'herbe des dunes s'inclinait presque horizontalement au sol et des nuages de sable roulaient sur la plage comme des tumeurs.
