sources,references,translations
"She fingered the pearl pendant, twisting it slowly.",Elle toucha le pendentif en perles et le fit tourner lentement.,Elle tournait lentement le pendentif de perle entre ses doigts.
"Then he reeled backward, almost falling off the platform.","Puis il recula, tombant presque de la plateforme.","Puis il chancela en arrière, manquant de peu de tomber de l'estrade."
"Every time I come in for my shift, I expect to find a note from Nicki, but she leaves me alone.","Chaque fois que j'arrive pour mon service, je m'attends à trouver un mot de Nicki, mais elle me laisse tranquille.","Chaque fois que je commence mon service, je m'attends à trouver un mot de Nicki, mais elle me laisse tranquille."
"Breaking off the kiss, Andi reached for that bottle of bodywash and squeezed more into her hand before tossing the empty bottle aside and turning around in his arms, reaching up and pulled him back down to pick up where they left off while she reached between their bodies and-","Rompant le baiser, Andi attrapa la bouteille de gel douche et en pressa davantage dans sa main avant de jeter la bouteille vide de côté et de se retourner dans ses bras, tendant ses bras pour le mettre à son niveau et reprendre là où ils s'étaient arrêtés tandis qu'elle passait la main entre leurs corps et...","Romant le baiser, Andi attrapa la bouteille de gel douche, en pressa une nouvelle noisette dans sa paume avant de jeter le flacon vide de côté et de se retourner dans ses bras, se dressant sur la pointe des pieds pour l'attirer à nouveau vers elle là où elles s'étaient interrompues, tout en glissant une main entre leurs corps—"
"And so damned tight, I start to babble.",Et tellement serré que je commence à bafouiller.,"Et si bon sang serré, que je me mets à radoter."
"Add the peep show to the grudge and revenge plot, and Inna would kill both of them without hesitation.","Ajoutez le peep-show au projet de vengeance, et Inna les tuerait tous les deux sans hésiter.","Ajoute le peep show à l'intrigue de rancœur et de vengeance, et Inna les tuerait tous les deux sans hésiter."
"It's my fault he's dead.""",C'est ma faute s'il est mort.,"""C'est de ma faute s'il est mort."""
I've never been like this with anyone.,Je n'ai jamais été comme ça avec personne.,Je n'ai jamais été comme ça avec personne.
"Not everyone can make it with a coastal shop.""",Ce n'est pas donné à tout le monde de réussir à s'en sortir avec un magasin en bord de mer.,"""Tous les commerces en bord de mer ne sont pas gagnants."""
Inna wouldn't either.,Inna non plus.,Inna ne le ferait pas non plus.
She tugged more forcefully and moved to take him in her mouth.,Elle tira plus fort et bougea pour le prendre dans sa bouche.,Elle tira plus fort et se pencha pour le prendre dans sa bouche.
"Yes, I am a bit of a music snob, but he shouldn't know that.","Oui, je suis un peu snob en matière de musique, mais il ne devrait pas le savoir.","Oui, je suis un peu snob en musique, mais il ne devrait pas le savoir."
"""You really want to know?""",Tu veux vraiment savoir ?,Tu veux vraiment savoir ?
"Right at this moment, when I'm so raw, I'm bleeding on the inside.","Tout de suite ? En ce moment même, alors que je suis à vif, que je saigne","À cet instant précis, alors que je suis à vif, je saigne de l'intérieur."
Garrett and I stopped a week or two before our break-up.,Garrett et moi avons arrêté une semaine ou deux avant notre rupture.,Garrett et moi avons arrêté une semaine ou deux avant notre rupture.
In public?,En public ?,En public ?
Starstruck Holidays: A MM Sci-Fi Holiday Romance Anthology,Starstruck Holidays : Une anthologie de romance de vacances MM Sci-Fi,Éblouis par les Étoiles : Une Anthologie de Romances Festives MM de Science-Fiction
"John Burton, Walt Whitman High School, Patrick","John Burton, Walt Whitman High School, Patrick","Jean Burton, Lycée Walt Whitman, Patrick"
He watched as her focus turned to confusion as she stared down at the light brown teddy bear that had taken him two days to find before her lips pulled up into a beautiful smile.,"Il vit son attention se transformer en confusion lorsqu'elle fixa l'ours en peluche marron clair qu'il avait mis deux jours à trouver, avant que ses lèvres ne se retroussent en un magnifique sourire.","Il la regarda alors que son attention se muait en confusion tandis qu'elle fixait l'ours en peluche marron clair qu'il avait mis deux jours à trouver, avant que ses lèvres ne s'étirent en un magnifique sourire."
It would just take a little longer than she'd planned.,Ça prendrait juste un peu plus de temps que prévu.,Cela prendrait juste un peu plus de temps qu'elle ne l'avait prévu.
She didn't let it overwhelm or cripple her.,Elle ne la laissait pas l'accabler ou la paralyser.,Elle ne l'a pas laissé la submerger ni la paralyser.
"John inspires so much music in me, but I haven't found his song.","John m'inspire tellement de chansons, mais je n'ai pas trouvé sa chanson.","John m'inspire tellement de musique, mais je n'ai pas encore trouvé sa chanson."
"She hadn't felt safe and secure in a long time, and her breathing slowed as she relaxed.","Cela faisait longtemps qu'elle ne s'était pas sentie en sécurité, et sa respiration ralentit à mesure qu'elle se détendait.","Cela faisait longtemps qu'elle ne s'était pas sentie en sécurité, et sa respiration ralentit tandis qu'elle se détendait."
"""We go out all the time.""",Nous sortons tout le temps.,On sort tout le temps.
Daydreams and swimming would have to wait.,Les rêveries et les baignades devaient attendre.,Les rêves éveillés et la baignade devraient attendre.
"Who knows what our options will be tomorrow.""",Qui sait quelles seront nos options demain ?,Qui sait quelles seront nos options demain.
A small chime had Devyn swallowing hard as he looked up and found Andi's phone in the bastard's hand.,Un petit tintement fit déglutir Devyn qui leva les yeux et trouva le téléphone d'Andi dans la main du connard.,Un petit carillon fit déglutir Devyn avec difficulté alors qu'il levait les yeux et découvrit le téléphone d'Andi dans la main de ce salaud.
"""Her parents?""",Ses parents ?,Ses parents ?
She turned toward the stack of wood so he wouldn't see her blush.,Elle se tourna vers la pile de bois pour qu'il ne la voit pas rougir.,Elle tourna vers le tas de bois pour qu'il ne voie pas ses joues rosir.
"""I can help you make your selections, though I have to warn you.","Je peux vous aider à faire votre choix, mais je dois vous prévenir.","Je peux vous aider à faire vos choix, mais je dois vous prévenir."
"He tossed Mari her sundress, then slid into his jeans and zipped them.","Il lança sa robe d'été à Mari, puis se glissa dans son jean et le ferma.","Il lança à Mari sa robe d'été, puis enfila son jean et remonta la braguette."
Garrett brought a bottle of wine.,Garrett a apporté une bouteille de vin.,Garrett a apporté une bouteille de vin.
"""We don't have all day.""",Nous n'avons pas toute la journée.,On n'a pas toute la journée.
His muscles glistened with rain or seawater; she didn't know which.,"Ses muscles brillaient sous l'effet de la pluie ou de l'eau de mer, elle ne savait pas laquelle.",Ses muscles luisaient de pluie ou d’eau de mer ; elle ne savait pas.
Her brows furrow.,Ses sourcils se froncent.,Ses sourcils se froncent.
"""Hey, I can't breathe.""","Hé, je n'arrive pas à respirer.","""Hé, je n'arrive pas à respirer."""
"""Your turn.""",À ton tour.,À toi.
"A shudder passes through me, followed by a lightning bolt of desire that lands right on the tip of my cock.","Un frisson me traverse, suivi d'un éclair de désir qui atterrit directement sur le bout de ma queue.","Un frisson me parcourt, suivi d'un éclair de désir qui vient frapper droit le bout de ma queue."
"I take in his deep, brown skin and near-white hair, his chiseled cheekbones, and dimpled chin.","Je regarde sa peau brun foncé, ses cheveux presque blancs, ses pommettes ciselées et la fossette sur son menton.","Je contemple sa peau brun foncé et ses cheveux presque blancs, ses pommettes ciselées et son menton fossetté."
"Something was going on, and Mari was going to tell him everything.","Il se passait quelque chose, et Mari allait tout lui dire.","Il se tramait quelque chose, et Mari allait tout lui raconter."
"Mari stopped and watched them too, her curvy figure leaning against the walkway railing.","Mari s'arrêta et les observa également, sa silhouette pulpeuse appuyée contre la rambarde de la passerelle.","Mari s’arrêta et les observa aussi, sa silhouette voluptueuse appuyée contre la rambarde du chemin."
"I wish you'd stay inside.""",J'aimerais que tu restes à l'intérieur.,J'aimerais que tu restes à l'intérieur.
Pleasure struck hard and fast and she cried out as an orgasm slammed into her.,Le plaisir la surprit vite et fort et elle cria lorsqu'un orgasme la frappa de plein fouet.,"Le plaisir la frappa avec force et rapidité, et elle s'écria quand l'orgasme la submergea."
"The stretch, it burns, and it feels so fucking good.","L'étirement, la brûlure, c'est si bon, putain.","L'étirement, ça brûle, et putain que c'est bon."
Wasn't that what people did in times of stress?,N'est-ce pas ce que font les gens en période de stress ?,N'est-ce pas ce que faisaient les gens en période de stress ?
"His voice is barely above a whisper, and there's such warmth and affection in it, my heart stutters.","Sa voix est à peine plus forte qu'un murmure, et il y a tant de chaleur et elle contient tellement d'affection que mon cœur bat la chamade.","Sa voix n'est qu'un murmure à peine audible, mais elle est si chaude, si affectueuse, que mon cœur s'affole."
"He turned to her, trying to keep his voice low and firm.","Il se tourna vers elle, essayant de garder une voix basse et ferme.","Il se tourna vers elle, s'efforçant de garder une voix basse et ferme."
"If he were being honest with himself, he'd admit he would miss the bar and all the long nights of work and music and stories.","S'il était honnête avec lui-même, il admettrait que le bar et les longues nuits de travail, de musique et d'histoires lui manqueraient.","S'il était honnête avec lui-même, il avouerait qu'il manquerait au bar, et à toutes ces longues nuits de travail, de musique et d'histoires."
Over the past three days...nothing.,Durant les trois derniers jours.,Ces trois derniers jours... rien.
"""I might have considered letting Chase move away if you'd asked me nicely.""",J'aurai pu envisager de laisser Chase partir si tu me l'avais demandé gentiment.,"J'aurais peut-être envisagé de laisser Chase déménager, si tu me l’avais demandé gentiment."
"She knew he held grudges, but this was ridiculous.","Elle savait qu'il était rancunier, mais là, c'était ridicule.","Elle savait qu'il en voulait, mais là, c'était n'importe quoi."
I guess that solves that problem.,Je suppose que cela résout le problème.,Je suppose que ça règle ce problème.
"He'd thought he'd planned it well with plenty of time to get off the island and go a couple hundred miles inland, maybe to Raleigh.","Il pensait avoir bien planifié son départ et avoir suffisamment de temps pour quitter l'île et se rendre à quelques centaines de kilomètres à l'intérieur des terres, peut-être jusqu'à Raleigh.","Il avait cru bien préparer son plan, avec largement le temps de quitter l'île et de s'enfoncer de quelques centaines de kilomètres à l'intérieur des terres, peut-être jusqu'à Raleigh."
"""Curiosity, I suppose.""","La curiosité, je suppose.","""De la curiosité, je suppose."""
"""I guess you think I'm crazy now.",Je suppose que tu penses que je suis fou maintenant.,Je suppose que tu me prends pour un fou maintenant.
"He sighs and slides his fingers against mine, back and forth.","Il soupire et fait glisser ses doigts entre les miens, d'avant en arrière.","Il soupire et glisse ses doigts contre les miens, en va-et-vient."
"Besides, it isn't like the rides will be open.""","Et puis, ce n'est pas comme si les manèges étaient ouverts.","De toute façon, ce n'est pas comme si les manèges seraient ouverts."
He took care of practically everything.,Il s'occupait pratiquement de tout.,Il s'est occupé de pratiquement tout.
"I spin some MC5, X, The Noisettes, and Miike Snow.","Je passe MC5, X, The Noisettes et Miike Snow.","Je passe un peu de MC5, X, The Noisettes et Miike Snow."
"And now, just as things were going well between her and Chase, she might lose him forever.","Et maintenant, alors que les choses allaient bien entre Chase et elle, elle risquait de le perdre pour toujours.","Et maintenant, juste au moment où tout allait bien entre elle et Chase, elle risquait de le perdre pour toujours."
I guess it is a normal part of daughters growing up.,Je suppose que c'est une partie normale du processus du passage à l'âge adulte pour les filles.,Je suppose que c'est une étape normale dans la vie des filles qui grandissent.
"If she didn't know better, she'd say that Inna controlled the weather.","Si elle ne le connaissait pas mieux, elle dirait qu'Inna contrôlait la météo.","Si elle ne savait pas mieux, elle dirait qu'Inna contrôlait la météo."
"There's only a smattering of trees in my neighborhood, and even those are too young to do more than sprinkle a bit of confetti on the ground, but Bucks County, where the station is – and where John lives - is a fall lover's dream.","Il n'y a que quelques arbres dans mon quartier, et même ceux-là sont trop jeunes pour ne faire plus que répandre un peu de confettis sur le sol, mais le comté de Bucks, où se trouve la station radio et où vit John, est un lieu de rêve pour les amoureux de l'automne.","Il n'y a qu'une poignée d'arbres dans mon quartier, et même ceux-là sont trop jeunes pour faire plus que saupoudrer un peu de confettis sur le sol, mais le comté de Bucks, où se trouve la gare – et où vit John – est un vrai paradis pour les amoureux de l'automne."
I greet WKMP's general manager as he sets a crate of records on the ground and unlocks his 2012 VW Golf.,Je salue le directeur général de WKMP alors qu'il pose une caisse remplie de disques sur le sol et déverrouille sa Golf 2012.,Je salue le directeur général de WKMP qui pose une caisse de disques à terre et déverrouille sa Golf VW de 2012.
Breakfast?,Le dîner ?,Petit-déjeuner ?
Like slipping into my favorite pair of sweatpants at the end of a long day.,C'est comme si je me glissais dans mon pantalon de survêtement préféré à la fin d'une longue journée.,Comme enfilant mon pantalon de survêtement préféré après une longue journée.
"""That depends,"" Andi said, adding a little sniffle at the end there as she continued toying with his fingers while he lay there, unable to take his eyes off her as he thought about the last two days and...","Ça dépend, dit Andi, ajoutant un petit reniflement à la fin de sa phrase tout en continuant à jouer avec les doigts de Devyn resté allongé, incapable de la quitter des yeux alors qu'il pensait aux deux derniers jours et...","« Ça dépend », dit Andi en ajoutant un petit reniflement à la fin, tout en continuant à jouer avec ses doigts pendant qu’il restait là, incapable de détourner les yeux d’elle, repensant aux deux derniers jours et..."
"USA Today bestselling author Kerry Adrienne loves history, science, music, and art.","Kerry Adrienne, autrice de best-sellers USA Today, aime l'histoire, la science, la musique et l'art.","Kerry Adrienne, auteure à succès du *USA Today*, adore l'histoire, la science, la musique et l'art."
"I can't keep my eyes off John, and I'm worried that I'll scratch a record or miss a cue.",Je ne peux pas quitter John des yeux et je crains de rayer un disque ou de rater un signal.,"Je n'arrive pas à détacher mes yeux de John, et j'ai peur de rayer un disque ou de rater une réplique."
I'm pleased that he seems to like it.,Je suis heureux qu'il semble l'aimer.,Je suis ravi qu'il ait l'air de l'aimer.
"The phone lines are blinking, but I'm not taking any more requests.","Les lignes téléphoniques clignotent, mais je ne prends plus de demandes.","Les lignes téléphoniques clignotent, mais je ne prends plus de demandes."
"He picked up the pickle spear and sucked on the end, his mouth contracting at the sourness.","Il prit un cornichon et en suça l'extrémité, sa bouche se contractant sous l'effet de l'aigreur.","Il prit la lance d’ornement au cornichon et en suça le bout, sa bouche se crispant sous l’acidité."
"""But both my sister and I are pretty good at taking care of ourselves.",Mais ma sœur et moi savons très bien nous occuper de nous-mêmes.,Mais ma sœur et moi savons assez bien nous débrouiller toutes les deux.
"Not a tangible sense of loss, but an echo of what might have been.","Ce n'était pas un sentiment réel de perte, mais un écho de ce qui aurait pu être.","Pas une perte tangible, mais l'écho de ce qui aurait pu être."
He almost reached for her but stopped.,"Il s'approcha presque d'elle, mais s'arrêta.","Il avait failli tendre la main vers elle, mais s’arrêta."
"I only let my eyes flit briefly over its welcoming expanse and push any thoughts of us tumbling onto it, limbs entwined and John's big body pressing me into the mattress, right out of my head.","Je ne laisse mes yeux que balayer brièvement son étendue accueillante, et j'écarte de ma tête toute idée de nous y laisser tomber, les membres enlacés et le grand corps de John me pressant contre le matelas.","Je ne laisse mes yeux que glisser brièvement sur son étendue accueillante et chasse immédiatement de mon esprit toute image de nous deux roulant dessus, membres enchevêtrés, le grand corps de John me plaquant contre le matelas."
"""What if I told you that I had to leave so that I could send your project to Roman Palms so that they could implement the changes you came up with immediately?"" he asked, smiling against her throat when she went still.",Et si je te disais que je devais partir pour envoyer ton projet à Roman Palms afin qu'ils puissent mettre en œuvre immédiatement les changements que tu as proposés ?,"« Et si je te disais que j’ai dû partir pour envoyer ton projet à Roman Palms afin qu’ils mettent en œuvre *tout de suite* les modifications que tu as imaginées ? » murmura-t-il, le sourire contre sa gorge quand elle se figea."
"She'd never been brazen, and her face heated despite her outward boldness.","Elle n'avait jamais été effrontée, et son visage s'échauffa malgré son audace apparente.","Elle n'avait jamais été effrontée, et malgré son audace apparente, elle sentit le rouge lui monter aux joues."
"""Stop it, Inna!","Arrête, Inna !","Arrête, Inna !"
"""Will it be loud, or can I leave the door open?"" I try to keep my annoyance out of my voice.","Ce sera bruyant, ou je peux laisser la porte ouverte ?","*« Est-ce que ça va faire du bruit, ou bien je peux laisser la porte ouverte ? »*
Je tente de garder l’agacement hors de ma voix."
"""It's not that bad,"" I swear.","Ce n'est pas si mal, juré-je.","« C’est pas si grave », je te jure."
And never come back to the islandnever contact you.,"Et de ne jamais revenir sur l'île, de ne jamais te contacter.","Et ne reviens jamais sur l'île, ne me contacte plus jamais."
"He'd gathered four flashlights from the kitchen, one from behind the bar, and a few pillar candles and matches, when the phone rang.","Il avait rassemblé quatre lampes de poche dans la cuisine, une derrière le bar, quelques bougies et des allumettes, lorsque le téléphone sonna.","Il avait réuni quatre lampes torches dans la cuisine, une derrière le bar, ainsi que quelques bougies colonnes et des allumettes, quand le téléphone sonna."
Probably right after his mother died and he'd been forced to live off discounted Halloween candy for a month.,Probablement juste après la mort de sa mère et qu'il avait été forcé de vivre en mangeant des bonbons d'Halloween à prix réduit pendant un mois.,"Probablement juste après la mort de sa mère, quand il avait dû survivre avec des bonbons d'Halloween soldés pendant un mois."
"The fading light cast long, deep shadows over one side of his face and his strong features stood out in contrast.",La lumière déclinante projetait des ombres longues et profondes sur un côté de son visage et ses traits forts se détachaient par contraste.,"La lumière déclinante jetait de longues ombres profondes sur un côté de son visage, et ses traits marqués se détachaient par contraste."
"In addition to writing books, she's also a college instructor, artist, anime/manga and historical costumer, editor, and bad guitar player.","En plus d'écrire des livres, elle est également enseignante à l'université, artiste, costumière d'anime/manga et d'histoire, rédactrice, et mauvaise joueuse de guitare.","En plus d'écrire des livres, elle est aussi professeure à l'université, artiste, costumière spécialisée dans les animes/mangas et les tenues historiques, correctrice et mauvaise guitariste."
He landed right on top of her.,Il atterrit juste au-dessus d'elle.,Il est tombé juste sur elle.
"A small mermaid swam near the tentaclea mermaid with long pale hair, holding a pink starfish.","Une petite sirène nageait près du tentacule, une sirène aux longs cheveux pâles, tenant une étoile de mer rose.","Une petite sirène aux longs cheveux pâles nageait près des tentacules, tenant une étoile de mer rose."
"""No wonder they canceled the ferry.""",Pas étonnant qu'ils aient annulé le ferry.,Pas étonnant qu'ils aient annulé le traversier.
He had thanked me.,Il m'avait remercié.,Il m'avait remercié.
"Not like we can do anything without electricity.""",Ce n'est pas comme si nous pouvions faire quoi que ce soit sans électricité.,"""Pas comme si on pouvait faire quoi que ce soit sans électricité."""
"""I can understand that,"" Andi said with a sad shake of her head as she auto-filled her credit card information to hold the room.","Je peux le comprendre, dit Andi en secouant tristement la tête tandis qu'elle remplissait automatiquement les informations de sa carte de crédit pour réserver la chambre.","« Je peux comprendre ça », dit Andi en secouant tristement la tête tout en remplissant automatiquement les informations de sa carte de crédit pour réserver la chambre."
"Yet, if she stayed alone, that punk might hurt her.","Pourtant, si elle restait seule, ce voyou pourrait lui faire du mal.","Pourtant, si elle restait seule, ce voyou risquait de lui faire du mal."
"He'd better be glad I didn't get my hands on him.""",Il ferait mieux d'être content que je ne lui ai pas mis la main dessus.,Il a intérêt à être content que je ne sois pas tombé sur lui.
"""And another for my date.""",Et une autre pour mon rendez-vous.,Et un autre pour mon rencard.
"It's a steady rhythm, and I feel my heartbeat slowing to match it.","C'est un rythme régulier, et je sens les battements de mon cœur ralentir en même temps.","C'est un rythme régulier, et je sens mon cœur ralentir pour s'y accorder."
"His hands found her breasts as he continued alternating between teasing her clit and sliding his tongue inside her, licking her hungrily as she lay there, wondering if she'd ever felt anything this good before.","Ses mains trouvèrent ses seins alors qu'il continuait d'alterner entre taquiner son clitoris et glisser sa langue à l'intérieur d'elle, la léchant avec avidité alors qu'elle était allongée là, se demandant si elle avait déjà ressenti quelque chose d'aussi bon auparavant.","Ses mains trouvèrent ses seins tandis qu’il continuait à alterner entre taquiner son clitoris et glisser sa langue en elle, la léchant avidement alors qu’elle gisait là, se demandant si elle avait déjà ressenti quelque chose d’aussi bon."
"""2345 divided by 82.""","""2345 divisé par 82.","""2345 divisé par 82."""
We've been a lot slower this afternoon.,Nous avons été beaucoup plus lents cet après-midi.,On a été beaucoup plus lents cet après-midi.
Without Regret,Sans regret,Sans Regret
"I...I googled you a while back.""",Je... j'ai cherché des informations sur toi sur Google il y a un moment.,Je... je t’ai googlé y’a quelque temps.
"""I'm not here about the storm, though we'll need to board up in the morning.""","Je ne suis pas là pour la tempête, même si nous devrons installer des planches dans la matinée.","Je ne suis pas là pour parler de la tempête, même s'il faudra calfeutrer demain matin."
You've been cruel to me.,Tu as été cruelle avec moi.,Tu as été cruel avec moi.
"I wanted to check the shop door.""",Je voulais vérifier la porte du magasin.,Je voulais vérifier la porte du magasin.
"Her eyes were closed, and she twirled, not once, but three times, before she opened them.","Ses yeux étaient fermés et elle tournoyait, non pas une fois, mais trois fois, avant de les ouvrir.","Elle avait les yeux fermés et tourna sur elle-même, non pas une, mais trois fois, avant de les ouvrir."
Music is my life.,"La musique, c'est ma vie.","La musique, c'est ma vie."
"""She's...very ill, awake now, but comfortable.","Elle est... très malade, consciente maintenant, mais confortable.","Elle est... très malade, éveillée maintenant, mais confortable."
Now he'd done what he feared.,Il avait fait ce qu'il craignait.,"Maintenant, il avait fait ce qu'il redoutait."
"While she did that, Devyn worked on running Carta Hotels, dealing with the board, and doing whatever it took to keep them happy and buy them more time.","Alors qu'elle s'occupait de ça, Devyn continuait de diriger les Hôtels Carta, s'occupant du conseil d'administration, et faisant tout son possible pour les contenter, et ainsi gagner plus de temps.","Pendant ce temps-là, Devyn gérait les opérations de Carta Hotels, s'occupait du conseil d'administration et faisait tout ce qu'il fallait pour les maintenir satisfaits et gagner du temps."
"""Are we high enough here behind the dunes to be safe from that much water?""","Sommes-nous assez haut ici, derrière les dunes pour être à l'abri d'une telle quantité d'eau ?","Sommes-nous assez en hauteur ici, derrière les dunes, pour être à l'abri d'une telle quantité d'eau ?"
It wasn't the same.,Ce n'était pas la même chose.,Ce n'était plus pareil.
Fucking cookies!,Des putain de cookies !,Putain de biscuits !
"Taller than me, which isn't saying much.","Plus grand que moi, ce qui n'est pas anodin.","Plus grand que moi, ce qui n'est pas difficile."
"I've had dreams about that, ever since the night at the station when he asked me out.",J'en ai rêvé depuis la nuit où il m'a demandé de sortir avec lui à la radio.,"J'en ai rêvé, depuis cette soirée à la gare où il m'a invitée à sortir."
"""I guess I'm not kissable in the daytime.",Je suppose que je ne suis pas le genre de fille qu'on embrasse en plein jour.,Je suppose que je ne suis pas embrassable en plein jour.
"Sliding his hand up her thigh, Devyn pressed his tongue against her clit harder, rubbing the tip of his tongue over her as he slid two fingers beneath her panties and slowly pulled the soft material aside, exposing the neatly trimmed hair protecting the swollen lips that had his cock throbbing painfully.","Faisant glisser sa main le long de sa cuisse, Devyn pressa plus fort sa langue contre son clitoris, frottant le bout de sa langue sur elle alors qu'il glissait deux doigts sous sa culotte et tirait lentement le tissu doux sur le côté, exposant les poils bien taillés protégeant les lèvres gonflées qui faisaient douloureusement palpiter sa queue.","Glissant sa main le long de sa cuisse, Devyn pressa sa langue plus fort contre son clitoris, frottant l’extrémité contre elle tandis qu’il faisait passer deux doigts sous sa culotte, écartant doucement le tissu soyeux pour découvrir la toison soigneusement taillée protégeant les lèvres gonflées qui faisaient battre sa queue douloureusement."
"For several minutes they lay there, struggling to catch their breath as Devyn pressed a kiss against her forehead, the tip of her nose, and finally, he brushed his lips against hers before he pulled back and met her gaze as he said the three words that she'd never expected to hear.","Pendant plusieurs minutes, ils restèrent allongés, luttant pour reprendre leur souffle tandis que Devyn déposait un baiser sur son front, le bout de son nez, et finalement, il effleura ses lèvres avant de se retirer et de croiser son regard en prononçant les trois mots qu'elle ne s'était jamais attendue à entendre.","Pendant plusieurs minutes, ils restèrent ainsi, luttant pour reprendre leur souffle tandis que Devyn déposait un baiser sur son front, puis sur le bout de son nez, avant d’effleurer enfin ses lèvres des siennes. Il s’écarta légèrement et plongea son regard dans le sien pour murmurer ces trois mots qu’elle n’aurait jamais imaginé entendre."
She'd feel lost if her sister diedand maybe do some crazy things too.,Elle se sentirait perdue si sa sœur mourait  et ferait peut-être des choses folles aussi. Mais son chagrin était bien plus profond qu'une simple perte.,"Elle se sentirait perdue si sa sœur mourait, et ferait peut-être des trucs de ouf aussi."
"She pretended to savor her coffee, eyes in slits as she peeked at Chase while he drank.","Elle fit semblant de savourer son café, les yeux plissés en fente pour observer Chase pendant qu'il buvait.","Elle fit semblant de savourer son café, les yeux mi-clos tandis qu’elle observait Chase du coin de l’œil pendant qu’il buvait."
"""Miss Dawson, if you'll come with me?"" he said absently as he glanced down at her resumé while Andi couldn't help but notice the pitying look the other woman was sending her.","Mlle Dawson, veuillez me suivre, fit-il distraitement en jetant un coup d'œil à son CV, alors qu'Andi ne pouvait s'empêcher de voir le regard rempli de pitié que lui jetait l'autre femme.","« Mademoiselle Dawson, si vous voulez bien me suivre ? » dit-il distraitement en jetant un coup d'œil à son CV, tandis qu'Andi ne pouvait s'empêcher de remarquer le regard apitoyé que l'autre femme lui lançait."
And about us.,Et pour nous.,Et nous alors ?
"After months of wishful thinking, I'm wary.","Après des mois de vœux pieux, je me méfie.","Après des mois d'illusions, je me méfie."
"He kissed her with bruising force, and she cried out.","Il l'embrassa avec une force qui la meurtrit, et elle cria.","Il l'embrassa avec une force qui lui meurtrit les lèvres, et elle laissa échapper un cri."
"I don't believe it either, but it's an interesting story.""","Je n'y crois pas non plus, mais c'est une histoire intéressante.","Je ne le crois pas non plus, mais c'est une histoire intéressante."
"""I want to make sure it's perfect first.""",Je veux d'abord m'assurer que tout est parfait.,Je veux m'assurer que ce soit parfait d'abord.
"The tension eased a bit through lunch, as the topic of conversation turned back to music and pop culture in general.","La tension s'est un peu apaisée au cours du déjeuner, le sujet de conversation revenant sur la musique et la culture pop en général.","La tension se dissipa quelque peu pendant le déjeuner, lorsque la conversation revint à la musique et à la culture pop en général."
He needs to stop being so goddamned...whatever he's being.,Il doit arrêter d'être si sacrément... peu importe ce qu'il est.,"Il faut qu'il arrête d'être aussi bordeliquement... je sais pas quoi, ce qu'il est."
"An elf, maybe.","Un elfe, peut-être.","Un elfe, peut-être."
"He does it with his whole being, holding nothing back.","Il le fait de tout son être, sans aucune retenue.","Il s'y donne à fond, sans rien retenir."
"Had he helped Inna hurt other people, too?",Avait-il aidé Inna à blesser d'autres personnes ?,Et s'il avait aussi aidé Inna à faire du mal à d'autres personnes ?
"Well, at least what's been passed down as truth.","Du moins, ce qui a été transmis comme étant la vérité.","Eh bien, du moins ce qui a été transmis comme vérité."
"I didn't want to get to know myself, because I was afraid of what I'd find if I looked too closely.","Je ne voulais pas apprendre à me connaître, car j'avais peur de ce que je découvrirais si je regardais de trop près.","Je ne voulais pas me connaître, parce que j’avais peur de ce que je découvrirais si je regardais de trop près."
And you choose to move away and leave me.,Et tu choisis de t'éloigner et de me quitter.,"Et toi, tu choisis de t'éloigner et de me laisser."
"His grip is tight, almost painful, and there's a tick in his jaw.","Sa prise est serrée, presque douloureuse, et il y a un tic dans sa mâchoire.","Sa prise est ferme, presque douloureuse, et une contraction nerveuse agite sa mâchoire."
"""'Cause, babe, you can play it down all you want.","Parce que, chéri, tu peux minimiser autant que tu veux.","Parce que, bébé, tu peux minimiser autant que tu veux."
"""I'm not done with storm prep at the shop.""",Je n'ai pas fini de préparer mon magasin contre la tempête.,Je n'ai pas fini les préparatifs pour la tempête au magasin.
"""I've heard Annalise whispering into Nanette's ear more than once about how much better you could do than me.","J'ai entendu Annalise chuchoter à l'oreille de Nanette plus d'une fois que tu pourrais trouver mieux que moi. Et elles ont raison, tu pourrais.","Je t'ai entendue, Annalise, chuchoter plus d'une fois à l'oreille de Nanette que tu méritais mieux que moi."
"He's a bad person.""",C'est une mauvaise personne.,C'est un mauvais bougre.
"And yet there's such a fire in him, behind his eyes.","Et pourtant, il y a un tel feu en lui, dans son regard.","Et pourtant, quel feu en lui, derrière ses yeux."
Many mermaids had shielding capability.,Beaucoup de sirènes avaient des capacités de protection.,Beaucoup de sirènes possédaient une capacité de bouclier.
"""Not until he's dead,"" Inna growled.","Pas avant qu'il ne soit mort, grogna Inna.","« Pas avant qu’il soit mort », gronda Inna."
"If you'd asked me, I'd say he's the most confident person I'd ever met.""","Si tu m'avais posé la question, je t'aurais dit qu'il est la personne la plus sûre d'elle que j'aie jamais rencontrée.","Si tu m'avais demandé, j'aurais dit que c'était la personne la plus sûre d'elle que j'aie jamais rencontrée."
You look like you've been sucking a lemon.,On dirait que tu as sucé un citron.,On dirait que tu viens de sucer un citron.
Cling to someone who understood? Someone who cared?,S'accrocher à quelqu'un qui comprenait la situation ?,S’accrocher à quelqu’un qui t’a compris ? Qui s’est soucié de toi ?
