sources,references,translations
Her mouth barely moved as she spoke.,Sa bouche bougeait à peine lorsqu'elle parla.,Sa bouche bougeait à peine quand elle parlait.
"""Right now, Roman Palms is renting their ballroom space for the Winter Wonderland and a few other low attendance events at a fraction of the price because it's easier, but it's costing them in the long run,"" Andi explained as he took the iPad from her and swiped through the file, taking a closer look at the numbers.","En ce moment, Roman Palms loue sa salle de bal pour le Winter Wonderland et quelques autres événements peu fréquentés à une fraction du prix normal parce que c'est plus facile, mais ça leur coûte cher à long terme, expliqua Andi en lui prenant l'iPad et en parcourant le fichier, examinant les chiffres de plus près.","« En ce moment, Roman Palms loue sa salle de bal pour le Winter Wonderland et quelques autres événements qui n'attirent pas beaucoup de monde à un prix super bas parce que c'est plus simple, mais ça leur coûte cher à long terme », a expliqué Andi en prenant l'iPad des mains d'Andi et en parcourant le fichier pour regarder de plus près les chiffres."
I don't have complete control over my body at the moment.,Je n'ai pas le contrôle total de mon corps en ce moment.,Je ne contrôle pas trop mon corps en ce moment.
"You act like you know him.""",Tu agis comme si tu le connaissais.,Tu parles comme si tu le connaissais
The Hollywood Hearts Series:,La série Hollywood Hearts :,La série Hollywood Hearts :
"The room fills up rapidly around us, its dark walnut tables wobbling under the weight of glasses, dishes, and errant elbows.","La salle se remplit rapidement autour de nous, les tables en noyer sombre vacillent sous le poids des verres, de la vaisselle et des coups de coude.","La salle se remplit vite autour de nous, ses tables en noyer foncé vacillant sous le poids des verres, des assiettes et des coudes qui s'agitent."
But she didn't say that.,Mais elle n'avait pas dit ça.,Mais elle n'a pas dit ça.
"Of course, he'd keep it all for himself.","Bien sûr, il garderait tout pour lui.","Évidemment, il garderait tout ça pour lui."
"""Yeah,"" he grunts into my neck.","Oui, grogne-t-il dans mon cou.","« Ouais », me dit-il dans mon oreille."
It was all you could do when the air ran out.,C'est tout ce qu'on peut faire quand il n'y a plus d'air.,C'était tout ce qu'on pouvait faire quand l'air s'épuisait.
And then he's racked by a choking sob that takes him to his knees.,Puis un sanglot étouffé le fait tomber à genoux.,"Et là, il est pris d'un sanglot si fort qu'il tombe à genoux."
"Maybe tomorrow if there isn't much damage from the weather.""",Peut-être demain s'il n'y a pas trop de dégâts,"Peut-être demain, s'il n'y a pas trop de dégâts à cause du temps"
I'll take him as a faux pirate since the real ones need baths and a dentist anyway.,Je le considérerai comme un faux pirate puisque les vrais ont de toute façon besoin d'un bain et d'un dentiste.,"Je le prendrai comme faux pirate, vu que les vrais ont besoin d'un bon bain et d'un dentiste de toute façon."
"Wait until my mother hears about you trying to kill me.""",Attends que ma mère apprenne que tu as essayé de me tuer.,Attends que ma mère apprenne que t'as essayé de me tuer
"He'd gone years without touching a woman, but the thought of going even one day without touching her...","Il avait passé des années sans toucher une femme, mais l'idée de passer ne serait-ce qu'un jour sans la toucher...","Il avait passé des années sans toucher une femme, mais l'idée de passer ne serait-ce qu'une journée sans la toucher..."
"His are dark, darker than I've ever seen them, the pupils completely blown.","Les siens sont sombres, plus sombres que je ne les ai jamais vus, les pupilles complètement dilatées.","Ses yeux sont sombres, plus sombres que jamais, les pupilles complètement dilatées."
"I've never ordered your pimento cheese, but it tastes different than what I've had before.""","Je n'ai jamais commandé ton fromage pimenté, mais il a un goût différent de ceux que j'ai déjà mangé.","Je n'ai jamais commandé votre fromage au piment, mais il a un goût différent de ceux que j'ai déjà goûtés"
It's the question glaring at me from the top of my screen.,C'est la question qui m'interpelle en haut de mon écran.,C'est la question qui me saute aux yeux en haut de mon écran.
"""Why do I have a feeling that this is about more than just a job?""",Pourquoi ai-je l'impression qu'il s'agit de bien plus qu'un simple travail,pourquoi j'ai l'impression que c'est plus qu'un simple boulot ?
"""Let's get the last window on this side done.",Nous allons terminer la dernière fenêtre de ce côté.,finissons la dernière fenêtre de ce côté.
"A flash of a distant transformer going, and then memories burned in his stomach like a whirlpool.","Un éclair venant d'un transformateur lointain qui se mettait en marche, puis des souvenirs brûlèrent dans son l'estomac comme un tourbillon.","Un éclair provenant d'un transformateur lointain, puis des souvenirs qui lui brûlaient l'estomac comme un tourbillon."
"The strong flame flickered in his sight, the remnants of his tears making halo rainbows around the flame.","La forte flamme vacilla sous ses yeux, les restes de ses larmes formant des arcs-en-ciel autour de la flamme.","La flamme vive clignotait devant ses yeux, et les restes de ses larmes faisaient des halos arc-en-ciel autour de la flamme."
"""Luke was about seven, I think.","Luke avait environ sept ans, je crois.","luke avait environ sept ans, je crois."
"The little place felt more like a home than anywhere she'd lived, and she wasn't ready to leave it behind.","Ce petit endroit ressemblait plus à un foyer que n'importe quel autre endroit où elle avait vécu, et elle n'était pas prête à le laisser derrière elle.","Ce petit coin lui faisait plus penser à chez elle que tous les autres endroits où elle avait vécu, et elle n'était pas prête à le quitter."
"""I didn't want to delay the project,"" she mumbled sadly only to open her eyes and glare at the man who'd quickly become like a big brother to her over the past year and seemed to really enjoy tormenting her when he muttered, ""Pain in the ass.""","Je ne voulais pas retarder le projet, marmonna-t-elle tristement, avant d'ouvrir les yeux et de fixer l'homme qui était rapidement devenu un grand frère pour elle au cours de l'année écoulée et qui prenait plaisir à la tourmenter en marmonnant : ""Casse-pieds"".","« Je ne voulais pas retarder le projet », marmonna-t-elle tristement, avant d'ouvrir les yeux et de lancer un regard noir à l'homme qui était rapidement devenu comme un grand frère pour elle au cours de l'année écoulée et qui semblait vraiment prendre plaisir à la tourmenter lorsqu'il murmura : « Quelle emmerdeuse. »"
"""That's not really an answer,"" Andi said as she carefully slipped her feet back into her shoes.","Ce n'est pas vraiment une réponse, dit Andi alors qu'elle remettait avec précaution ses chaussures.","« C'est pas vraiment une réponse », dit Andi en remettant doucement ses chaussures."
Where were all the birds?,Où étaient tous les oiseaux ?,Où étaient passés tous les oiseaux ?
"I'm very, very busy, you know.","Je suis très, très occupé, tu sais.","Je suis super occupé, tu sais."
It was going to be an easy cleanup with no water damage to contend with.,Le nettoyage allait être facile et il n'y aurait pas de dégâts des eaux à déplorer.,"Le nettoyage allait être facile, sans dégâts causés par l'eau à gérer."
John and I?,John et moi ?,John et moi ?
My parents already thought I was obsessed.,Mes parents pensaient déjà que j'étais obsédé.,Mes parents pensaient déjà que j'étais obsédé.
A cool wave slid over her feet and her tail throbbed.,Une vague fraîche glissa sur ses pieds et sa queue palpita.,Une vague fraîche lui a glissé sur les pieds et sa queue a vibré.
"She leaned into him, relishing the warmth and safety of his hug.","Elle se pencha vers lui, savourant la chaleur et la sécurité de son étreinte.","Elle s'est blottie contre lui, profitant de la chaleur et de la sécurité de son étreinte."
"""But of course you'd be a butterfly.""",Mais bien sûr que tu deviendras un papillon.,« Mais bien sûr que tu serais un papillon. »
"Before I know it, I've closed the door and grabbed him from behind.","Avant même de m'en rendre compte, j'ai refermé la porte et je l'ai attrapé par derrière.","Avant même de m'en rendre compte, j'ai fermé la porte et je l'ai attrapé par derrière."
I was busy boarding up the windows and closing the storm shutters.,J'étais occupé à barricader les fenêtres et à fermer les volets.,J'étais en train de barricader les fenêtres et de fermer les volets anti-tempête.
"He's clearly educated, and I've seen his patience in action.",Il est manifestement instruit et j'ai vu sa patience à l'œuvre.,"Il est clairement cultivé, et j'ai vu à quel point il est patient."
"He looked so stressed, Andi thought as she lay there, watching Devyn as he worked on the couch that he'd dragged in here to keep an eye on her because apparently, he had trust issues and-","Il paraissait tellement stressé, pensa Andi alors qu'elle était allongée là, regardant Devyn travailler sur le canapé qu'il avait traîné ici pour garder un œil sur elle parce qu'apparemment, il avait des problèmes de confiance et...","Il avait l'air tellement stressé, pensa Andi, allongée là, en regardant Devyn bosser sur le canapé qu'il avait traîné ici pour la surveiller, parce qu'apparemment, il avait des problèmes de confiance et.."
Gulls shrieked warnings in the distance.,Des goélands criaient des avertissements au loin.,Les mouettes criaient des avertissements au loin.
"She's strong in her convictions, anyone with eyes can see it.","Elle est tient droite dans ses bottes, n'importe qui avec des yeux peut le voir.","Elle a des convictions bien arrêtées, ça se voit tout de suite."
The men didn't need to cross paths.,Les deux hommes n'avaient pas besoin de se croiser.,Les gars n'avaient pas besoin de se croiser.
It's romantic.,C'est romantique.,C'est romantique.
"After handing the keys to the valet, Devyn, who kept sending her accusing glares, led her inside the incredibly beautiful hotel lobby.","Après avoir remis les clés au voiturier, Devyn, qui ne cessait de lui lancer des regards accusateurs, la conduisit à l'intérieur du hall de l'hôtel, d'une beauté incroyable.","Après avoir donné les clés au voiturier, Devyn, qui n'arrêtait pas de lui lancer des regards accusateurs, l'a amenée dans le hall de l'hôtel, qui était vraiment magnifique."
Maybe this Patrick was the reason.,Peut-être que ce Patrick en était la raison.,Peut-être que ce Patrick était la raison.
"""I thought you were resting.",Je croyais que tu te reposais.,je pensais que tu te reposais.
"He took her mouth in his, taking in the sweetness of her breath and the yielding fullness of her lips.","Il prit sa bouche dans la sienne, profitant de la douceur de son souffle et de la souplesse de ses lèvres.","Il a embrassé sa bouche, savourant la douceur de son souffle et la plénitude de ses lèvres."
"He should give her one last kiss goodbye and head for the door, but...","Il devrait lui donner un dernier baiser d'adieu et se diriger vers la porte, mais...","Il devrait lui donner un dernier baiser d'adieu et se diriger vers la porte, mais..."
"I can't describe the noise I make, part newborn kitten, part whiny toddler.","Je ne peux décrire le bruit que je fais, on dirait à la fois un chaton nouveau-né et un enfant pleurnichard.","Je ne sais pas trop comment décrire le bruit que je fais, un mélange entre un chaton nouveau-né et un gamin qui pleurniche."
"""Are you ready to tell me what happened between you two?""",Es-tu prêt à me dire ce qui s'est passé entre vous deux ?,t'es prêt à me raconter ce qui s'est passé entre vous deux ?
Pterodactyls take up residence in my gut.,Des ptérodactyles s'installent dans mes tripes.,Les ptérodactyles s'installent dans mon ventre.
"Dizzied, she couldn't separate Chase's licks from his nibbles, and she fell over the edge in one frantic shout.","Étourdie, elle n'arrivait pas à distinguer les coups de langue de Chase de ses mordillements, et elle tomba dans le vide en poussant un cri frénétique.","Étourdie, elle ne pouvait plus faire la différence entre les coups de langue et les petits mordillements de Chase, et elle a fini par craquer en poussant un cri de folie."
"Who has time to bake bread anymore?""",Qui a encore le temps de faire du pain ?,Qui a encore le temps de faire son pain ?
"I hold up a hand, hating the fact that it wobbles.","Je lève une main, détestant le fait qu'elle tremble.","Je lève la main, dégoûté de la voir trembler."
"LPs, CDs, and rare box sets, both vinyl and digital.","Des vinyles, des CD et des coffrets rares, tant en vinyle qu'en numérique.","Vinyles, CD et coffrets rares, en vinyle et en version numérique."
"""This is Frankie L, and I'm here to take you on a journey.",Je suis Frankie L. et je suis là pour vous faire voyager.,"salut, je m'appelle Frankie L et je suis là pour t'emmener en voyage."
"""While I was taking a look at Roman Palms Hotel's files, I got curious about a few things, mostly about their off-months,"" she began as he took the hint and sat up only to release a small grunt when she climbed between his legs and grabbed the iPad back out of his hands so that she could take over.","Pendant que je jetais un coup d'œil aux dossiers de l'hôtel Roman Palms, j'ai été curieuse de certaines choses, surtout à propos de leurs mois creux, commença-t-elle.","« En regardant les dossiers du Roman Palms Hotel, j'ai remarqué des trucs bizarres, surtout sur leurs mois creux », a-t-elle commencé. Il a compris et s'est redressé, mais a juste poussé un petit grognement quand elle s'est mise entre ses jambes et lui a repris l'iPad des mains pour prendre le relais."
"But yeah, I'm pretty sure we're going to end up naked.","Mais oui, je suis presque sûr que nous allons finir nus.","Mais ouais, je suis presque sûr qu'on va finir à poil."
"She'd gotten a little sad, mostly because she'd never known her dad.","Elle s'était sentie un peu triste, surtout parce qu'elle n'avait jamais connu son père.","Elle était un peu triste, surtout parce qu'elle n'avait jamais connu son père."
"How'd you get through high school?""",Comment as-tu fait pour survivre les années lycée ?,Comment t'as fait pour finir le lycée ?
"""Give me what I want, Frankie,"" John growls.","Donne-moi ce que je veux, Frankie, grogne John.","« Donne-moi ce que je veux, Frankie », grogne John."
"""That's not what I'm focusing on right now,"" I mutter.","Ce n'est pas ce sur quoi je me concentre en ce moment, murmuré-je.","« C'est pas ce qui m'intéresse pour l'instant », je dis."
"He hopped off the barstool and grabbed all the dishes with the finesse of a longtime waiter, stacking everything on his forearm and parading to the kitchen door.","Il sauta du tabouret et attrapa toute la vaisselle avec la dextérité d'un serveur expérimenté, empilant le tout sur son avant-bras et se dirigeant vers la porte de la cuisine.","Il a sauté de son tabouret de bar et a attrapé tous les plats avec l'aisance d'un serveur expérimenté, empilant le tout sur son avant-bras et se dirigeant vers la porte de la cuisine."
"""Forgot we don't have lights.",J'ai oublié que nous n'avions pas de lumière.,j'avais oublié qu'on n'avait pas de lumière.
"""I'll..."" I try to swallow and end up coughing.",J'essaie d'avaler ma salive et je finis par tousser.,« Je vais... » J'essaie d'avaler ma salive et je finis par tousser.
"Looks like you're done.""",On dirait que tu as fini.,On dirait que t'as fini
Doing hurricane prep.,Je prépare l'arrivée de l'ouragan.,On se prépare pour l'ouragan.
"""I..."" I shake my head, trying to laugh off this, whatever it is.","Je secoue la tête, essayant de rire de tout ça, peu importe ce que c'est.","« Je... » Je secoue la tête, essayant de rire de cette situation, quelle qu'elle soit."
He's practically dead on his feet tonight.,Il est pratiquement mort de fatigue ce soir.,Il est complètement crevé ce soir.
He had to stay strong for her.,Il devait rester fort pour elle.,Il devait rester fort pour elle.
"""Trust me, there's nothing wrong with this deal.","Fais-moi confiance, il n'y a rien qui cloche avec ce contrat.","crois-moi, y a rien de louche dans ce deal."
"At the first gush of his warm breath on me, I buck hard.","À la première bouffée de son souffle chaud sur moi, je me cabre.","Dès que je sens son souffle chaud sur moi, je me cambre de plaisir."
"""So?"" She turned to look over the sound at the sun slung low in the sky.",Alors... Elle se tourna pour regarder le soleil bas dans le ciel.,« Et alors ? » Elle se retourna pour regarder le soleil bas dans le ciel.
"When John frowns, I continue.","Devant le froncement de sourcils de John, je poursuis.","Quand John fronce les sourcils, je continue."
It's a distraction.,C'est une sacrée distraction.,C'est une distraction.
"He's not looking at me, his eyes are trained on the ceiling.","Il ne me regarde pas, ses yeux sont rivés au plafond.","Il ne me regarde pas, il a les yeux rivés sur le plafond."
"They walked without talking, Mari whistling what sounded like a mash-up of Jingle Bells and America, the Beautiful, and Chase trying to keep up with her brisk pace.","Ils marchaient sans parler, Mari sifflant ce qui ressemblait à un mélange de Jingle Bells et d'America, the Beautiful, et Chase essayant de suivre son rythme rapide.","Ils marchaient sans parler, Mari sifflant un mélange de Jingle Bells et America, the Beautiful, et Chase essayant de suivre son rythme rapide."
"He's been up all night, and it shows.",Il n'a pas dormi de la nuit et cela se voit.,"Il n'a pas dormi de la nuit, et ça se voit."
We've never even exchanged contact information.,Nous n'avons jamais échangé nos coordonnées.,On n'a même jamais échangé nos coordonnées.
"It is a lie.""",C'est un mensonge.,C'est un mensonge
"""Hey, John, good to see you again.""","Hé, John, content de te revoir !","salut John, content de te revoir"
"He set the dishes on the counter, then headed to the bar.",Il posa les plats sur le comptoir et se dirigea vers le bar.,"Il a posé les assiettes sur le comptoir, puis s'est dirigé vers le bar."
Blood dripped onto his shirt.,Du sang coulait sur son tee-shirt.,Du sang coulait sur sa chemise.
"If Amelia had survived, then there were lots of part-mer, part-humans out there on Chase's family tree.","Si Amelia avait survécu, c'est qu'il y avait beaucoup de métis de sirènes et d'humains dans l'arbre généalogique de Chase.","Si Amelia avait survécu, alors il y avait plein de créatures mi-mer, mi-humaines dans l'arbre généalogique de Chase."
"""Oh, no,"" he says, and his laugh is...not bitter, it's a laugh of disbelief.","Oh, non ! dit-il, et son rire n'est pas amer, c'est un rire d'incrédulité.","« Oh, non », dit-il, et son rire n'est pas amer, c'est un rire d'incrédulité."
I often wonder if she's got hidden cameras.,Je me demande souvent si elle a des caméras cachées.,Je me demande souvent si elle a des caméras cachées.
"So much wind.""",Il y a tellement de vent.,Il y a tellement de vent
"""I was almost killed by a tourist attraction.""",J'ai failli être tuée par une attraction touristique.,j'ai failli me faire tuer par une attraction touristique
"Within seconds, his gaze went from panicked to determined.","En quelques secondes, son regard passa de la panique à la détermination.","En quelques secondes, son regard est passé de paniqué à déterminé."
"In fact, he looks like he hasn't slept since primary school.","En fait, on dirait qu'il n'a pas dormi depuis l'école primaire.","En fait, on dirait qu'il n'a pas dormi depuis l'école primaire."
"""Sure, there's a balcony just off the guest bedroom.""","Bien sûr, il y a un balcon dans la chambre d'amis.","« Bien sûr, il y a un balcon juste à côté de la chambre d'amis. »"
"In the meantime, I try to stick to mornings at the school district.""","En attendant, j'essaie de m'en tenir aux matinées à l'école...","En attendant, j'essaie de m'en tenir aux matinées dans le district scolaire"
"Step by step, he drew closer.","Pas à pas, il se rapprocha.","Petit à petit, il s'est rapproché."
"There are stars behind my eyes, and a whirring sound in my ears, followed by pounding in my ribcage.","J'ai des étoiles derrière les yeux et un bourdonnement dans les oreilles, suivi d'un martèlement dans la cage thoracique.","J'ai des étoiles dans les yeux, un bourdonnement dans les oreilles, puis mon cœur qui bat super fort."
Wasn't that the legend?,N'est-ce pas ce que disait la légende ?,"C'était pas ça, la légende ?"
"""I enjoy those things,"" he says, a frown over his beautiful eyes.","J'aime ces instants-là, dit-il en fronçant les sourcils.","« J'aime bien ces trucs », dit-il, les sourcils froncés au-dessus de ses beaux yeux."
"""So, I couldn't help but notice that there was a lovely hotel on the way here,"" Andi pointed out, already reaching for her phone.","Je n'ai pas pu m'empêcher de remarquer qu'il y avait un bel hôtel sur le chemin, souligna Andi, en attrapant déjà son téléphone.","« Bon, j'ai remarqué qu'il y avait un super hôtel sur le chemin », a dit Andi en sortant déjà son téléphone."
"""I did,"" he readily agreed as he began caressing the back of her hand with his thumb.","C'est vrai, reconnut-il volontiers en commençant à caresser le dos de sa main avec son pouce.","« Oui », dit-il tout de suite en commençant à lui caresser le dos de la main avec son pouce."
She peered out the window and whistled Jingle Bells under her breath.,Elle jeta un coup d'œil par la fenêtre et siffla doucement Jingle Bells.,Elle a regardé par la fenêtre et sifflé Jingle Bells tout doucement.
"John toes out of his Skechers and lifts, first one leg, then the other as I strip him of his jeans.","John enlève ses Skechers et soulève d'abord une jambe, puis l'autre, tandis que je le débarrasse de son jean.","John enlève ses Skechers et lève d'abord une jambe, puis l'autre pendant que je lui enlève son jean."
"""I'm going to try,"" Nicholas said, his lips twitching with amusement as he helped himself to another slice of bacon.","Je vais essayer, dit Nicholas, ses lèvres se tordant d'amusement tandis qu'il se servait une autre tranche de bacon.","« Je vais essayer », dit Nicholas, les lèvres tremblotant de rire, tout en se servant une autre tranche de bacon."
"Amelia swam into the still waters, and when she saw Christopher, she lifted her arms like she wanted to board the ship.","Amelia avait nagé dans les eaux calmes, et quand elle avait vu Christopher, elle avait levé les bras comme si elle voulait monter à bord.","Amelia a nagé dans les eaux calmes, et quand elle a vu Christopher, elle a levé les bras comme si elle voulait monter à bord du bateau."
"""...wasn't a homophobic asshat?",... n'était pas un connard homophobe ?,... n'était pas un connard homophobe ?
"""I'll leave you to negotiate that with John,"" Gayle answers as she gathers her things to go.","J'te laisse négocier ça 'vec John, répond Gayle en rassemblant ses affaires pour partir.","« Je te laisse régler ça avec John », répond Gayle en rassemblant ses affaires pour partir."
That look has me trembling.,Ce regard me fait trembler.,Ce regard me fait trembler.
"Besides, if anything happens, I'll be right there to keep you safe,"" Travis said as she forced herself to look away from Devyn, wondering what the hell was wrong with her.","De plus, si quelque chose devait arriver, je serai là pour vous protéger, déclara Travis alors qu'elle s'efforçait de détourner le regard de Devyn, se demandant ce qui n'allait pas chez elle.","En plus, si un truc arrive, je serai là pour te protéger », dit Travis en essayant de détourner son regard de Devyn, se demandant ce qui lui prenait."
I don't have to tell him twice.,Je n'ai pas besoin de le lui dire deux fois.,Je n'ai pas besoin de lui le dire deux fois.
"Thunder echoed in the distance and stalks of bright lightning dropped out of the sky near the horizon, momentarily lighting up the surface of the ocean like polished silver.","Le tonnerre résonnait au loin et des éclairs brillants tombaient du ciel près de l'horizon, illuminant momentanément la surface de l'océan comme de l'argent poli.","Le tonnerre grondait au loin et des éclairs brillants tombaient du ciel près de l'horizon, éclairant un instant la surface de l'océan comme de l'argent poli."
Seemed like baseball was always on lately.,On aurait dit que le baseball était toujours à l'écran ces derniers temps.,On dirait que le baseball est tout le temps à la télé ces derniers temps.
"I hear the tell-tale snick of the cap of a bottle, and then cold liquid drips down my crease.","J'entends le bruit caractéristique du bouchon de bouteille qu'on ouvre, puis un liquide froid coule le long de mon pli.","J'entends le bruit caractéristique du bouchon d'une bouteille qui s'ouvre, puis un liquide froid coule le long de mon front."
"Before she could finish the sentence that promised to break the perfection of the moment, he tipped her chin higher and grazed her lips with his.","Avant qu'elle ne puisse terminer la phrase qui promettait de briser la perfection du moment, il lui fit relever le menton et effleura ses lèvres.","Avant qu'elle ait pu finir sa phrase qui risquait de gâcher ce moment parfait, il lui releva le menton et effleura ses lèvres avec les siennes."
"The setting sun streamed across the park, casting long shadows of rides onto the empty beach like an invading army of giant insects.","Le soleil couchant traversa le parc, projetant de longues ombres de manèges sur la plage vide, telle une armée envahissante d'insectes géants.","Le soleil couchant illuminait le parc, projetant les longues ombres des manèges sur la plage déserte, comme une armée d'insectes géants qui envahissait les lieux."
She loved the way the light streaked across his angry eyes like a flash of lightning over a dark sea.,"Elle aimait la façon dont la lumière traversait ses yeux en colère, comme un éclair sur une mer sombre.",Elle adorait la façon dont la lumière traversait ses yeux en colère comme un éclair sur une mer sombre.
"I'm fuller than I've ever been, stretched and aching with a pleasure I can barely process.","Je n'ai jamais été aussi rempli, étiré et endolori par un plaisir que j'ai du mal à assimiler.","Je suis plus comblé que jamais, tendu et douloureux d'un plaisir que j'ai du mal à gérer."
"""I'm sorry you had to leave a job you loved, the place you grew up,"" I say, and I mean it.","Je suis désolé que tu aies dû quitter un travail que tu aimais, l'endroit où tu as grandi, dis-je, et je le pense vraiment.","« Je suis désolé que tu aies dû quitter un boulot que tu adorais, l'endroit où tu as grandi », je lui dis, et je le pense vraiment."
"It's the least I can do.""",C'est le moins que je puisse faire.,C'est le moins que je puisse faire
Her heart thumped and she whistled the Imperial March from Star Wars.,Son cœur battait la chamade et elle siffla la Marche impériale de La Guerre des étoiles.,Son cœur battait à fond et elle sifflait la Marche impériale de Star Wars.
"He lifted her chin and kissed her, his lips pressing against hers in fervent desire.","Il lui souleva le menton et l'embrassa, ses lèvres se pressant contre les siennes dans un désir fervent.","Il lui a soulevé le menton et l'a embrassée, ses lèvres se pressant contre les siennes avec un désir intense."
"""I love seeing you wearing that necklace,"" he murmured.","J'aime te voir porter ce collier, murmura-t-il.","« J'adore te voir porter ce collier », murmura-t-il."
"""So, I think I figured it out,"" Andi said, already completely fucking lost in whatever was on the iPad that she'd managed to get her hands on as she rolled onto her back.","Ah, j'ai trouvé, dit Andi, déjà complètement perdue dans ce qu'il y avait sur l'iPad sur lequel elle avait réussi à mettre la main, alors qu'elle se roulait sur le dos.","« Bon, je crois que j'ai compris », dit Andi, déjà complètement perdue dans ce qu'il y avait sur l'iPad qu'elle avait réussi à attraper en se retournant sur le dos."
"""We'd better get to work.""",Nous ferions mieux de nous mettre au travail.,« On ferait mieux de se mettre au boulot. »
His voice pours over me like melted chocolate.,Sa voix se déverse sur moi comme du chocolat fondu.,Sa voix me coule dessus comme du chocolat fondu.
"I'm sure they made the best decision, given the conditions.""","Je suis sûre qu'ils ont pris la meilleure décision, compte tenu des conditions.","Je suis sûr qu'ils ont pris la meilleure décision, vu les circonstances"
"I don't know how long we stand in my doorway, but I eventually slip out of his arms and lead him over to the couch.","Je ne sais pas combien de temps nous sommes restés sur le seuil de ma porte, mais j'ai fini par me défaire de son étreinte et je le conduis jusqu'au canapé.","Je ne sais pas combien de temps on reste dans l'entrée, mais je finis par me dégager de ses bras et je l'emmène vers le canapé."
"""I can't give you what you need.",Je ne peux pas te donner ce dont tu as besoin.,je ne peux pas te donner ce dont t'as besoin.
"""I guess you weren't kidding about the whole birthright thing.""",Je suppose que tu ne plaisantais pas à propos de l'héritage culturel.,je suppose que tu ne plaisantais pas à propos de ce truc de droit d'aînesse
"I have the overwhelming urge to kiss him there, and so I do.","J'ai une envie irrésistible de l'embrasser à cet endroit, et c'est ce que je fais.","J'ai une envie irrésistible de l'embrasser là, alors je le fais."
"Whether she had hidden it, or he hadn't looked closely enough to see it, he didn't know.","Qu'elle l'ait cachée ou qu'il ne l'ait pas regardée d'assez près pour la voir, il ne le savait pas.",Il ne savait pas si elle l'avait caché ou s'il n'avait pas regardé assez attentivement pour le voir.
I don't think I've ever met anyone so ready to experience joy.,Je crois que je n'ai jamais rencontré quelqu'un d'aussi enclin à éprouver de la joie.,Je crois que je n'ai jamais rencontré quelqu'un d'aussi prêt à vivre la joie.
Mari leaned over to see.,Mari se pencha pour voir.,Mari s'est penchée pour voir.
She was always at the hospital.,Elle était toujours à l'hôpital.,Elle était toujours à l'hôpital.
It probably saved me.,Elle m'a probablement sauvé.,Ça m'a probablement sauvé.
"A bit worried about the storm, yeah.""","Je suis un peu inquiète à cause de la tempête, c'est tout.","Un peu inquiet à cause de la tempête, ouais"
No sign of Inna anywhere.,Aucune trace d'Inna.,Pas de trace d'Inna nulle part.
"He's blinking up at the ceiling, and he's gone quiet.","Il cligne des yeux en regardant le plafond, et il est devenu silencieux.","Il cligne des yeux en regardant le plafond, et il est devenu silencieux."
"""I'd go for a swim if I didn't worry about all the debris in the water.""",J'irai bien nager si je ne m'inquiétais pas de tous les débris dans l'eau.,« J'irais bien nager si je ne m'inquiétais pas de tous les déchets dans l'eau. »
"Can't you get out of the contract?""",Tu ne peux pas rompre ce contrat ?,Tu ne peux pas te débarrasser de ce contrat ?
"Determined to ignore it, she cleared her throat, slapped a smile on her face and watched as Devyn's eyes narrowed on her as he reached over and plucked the phone out of her hand.","Déterminée à l'ignorer, elle se racla la gorge, afficha un sourire et regarda Devyn qui, les yeux rivés sur elle, s'approcha et lui enleva le téléphone des mains.","Décidée à faire comme si de rien n'était, elle s'est éclairci la gorge, a affiché un sourire sur son visage et a regardé Devyn plisser les yeux en se penchant pour lui prendre le téléphone des mains."
"""More,"" he responds.","Plus, répond-il.","« Encore », répond-il."
"""Oh yes, we'll be married.","Oh oui, nous nous marierons.","ouais, on va se marier."
Will there be?,Y en aura-t-il ?,Y en aura-t-il ?
He winced as a streak of pain shot through his face at her touch.,Il grimaça lorsqu'un trait de douleur traversa son visage à son contact.,Il grimaça quand une vague de douleur lui traversa le visage au contact de sa main.
"It only takes one breach, and there'll be water and mess all over the bar.""",Il suffit d'une brèche pour qu'il y ait de l'eau et des dégâts partout dans le bar.,Il suffit d'une seule brèche pour que l'eau se répande partout dans le bar et mette le bazar
"It's a necessity.""",C'est une nécessité.,C'est une nécessité
My focus is on the Big Plates section of the menu until John's voice rumbles across the table.,Je me concentre sur la catégorie des grandes assiettes sur le menu jusqu'à ce que la voix de John retentisse à l'autre bout de la table.,Je suis en train de regarder la section « Grands plats » du menu quand la voix de John résonne de l'autre côté de la table.
"""We talked about that,"" Andi pointed out as she googled Hillshire Hotels to see how they were holding up after yesterday, only to swallow hard when she saw the first headline.","Nous en avions déjà parlé, fit-elle remarquer, tout en cherchant sur Google ""Hôtels Hillshire"" pour voir comment ils s'en sortaient depuis la veille","« On en a parlé », a dit Andi en cherchant Hillshire Hotels sur Google pour voir comment ils allaient après hier, mais elle a eu un choc en voyant le premier titre."
"He'd never made promises, never offered more than he could give, and it was never anything that he couldn't live without, but God help him, he knew that he'd lose his fucking mind if he had to live without this.","Il n'avait jamais fait de promesses, n'avait jamais offert plus que ce qu'il pouvait donner, et ce n'était jamais quelque chose dont il ne pouvait pas se passer, mais que Dieu lui vienne en aide, il savait qu'il perdrait la tête s'il devait se passer de ça.","Il n'avait jamais fait de promesses, n'avait jamais proposé plus que ce qu'il pouvait donner, et ce n'était jamais quelque chose dont il ne pouvait se passer, mais bon sang, il savait qu'il deviendrait fou s'il devait vivre sans ça."
